,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Season,Seasonnum
21586,Torrey Craig,SF,28,DEN,75,1503,10.4,.547,.519,.193,6.4,12.6,9.5,6.3,1.2,2.7,10.1,12.4,1.4,1.7,3.0,.096,-2.0,0.2,-1.9,0.0,2018-2019,2.0
21587,Torrey Craig,SF,29,DEN,58,1072,10.8,.553,.513,.134,6.6,13.2,9.9,5.9,1.1,3.1,8.1,12.6,1.1,0.9,2.0,.091,-2.0,-0.3,-2.3,-0.1,2019-2020,3.0
21588,Torrey Craig,SF,30,TOT,50,803,14.2,.579,.467,.097,8.1,19.1,13.7,7.9,1.7,2.9,9.6,14.3,1.1,1.1,2.2,.133,-0.3,0.7,0.4,0.5,2020-2021,4.0
21589,Torrey Craig,SF,31,TOT,78,1596,11.0,.556,.531,.118,5.9,15.4,10.7,7.6,1.4,2.0,12.6,14.3,0.9,1.4,2.3,.070,-1.7,-0.1,-1.8,0.1,2021-2022,5.0
21595,Tracy McGrady*,SF,18,TOR,64,1179,17.4,.505,.103,.279,9.6,16.2,12.8,14.0,2.2,3.6,12.9,19.1,1.3,0.7,2.0,.081,1.3,-0.7,0.6,0.8,1997-1998,1.0
21596,Tracy McGrady*,SF,19,TOR,49,1106,20.6,.504,.091,.408,12.4,16.7,14.6,19.1,2.5,4.5,15.0,21.9,1.8,1.4,3.3,.143,2.9,1.1,4.1,1.7,1998-1999,2.0
21597,Tracy McGrady*,SF,20,TOR,79,2462,20.0,.509,.064,.385,8.3,14.7,11.4,18.8,1.9,4.3,11.8,24.3,3.7,2.9,6.6,.129,2.6,0.9,3.5,3.4,1999-2000,3.0
21598,Tracy McGrady*,SG,21,ORL,77,3087,24.9,.521,.096,.340,6.7,14.3,10.4,22.8,1.9,2.8,9.1,31.2,8.3,3.9,12.2,.189,6.5,0.5,7.0,7.0,2000-2001,4.0
21599,Tracy McGrady*,SG,22,ORL,76,2912,25.1,.532,.178,.350,5.7,17.3,11.5,25.8,2.1,1.8,9.4,31.1,8.1,3.4,11.5,.189,6.4,0.4,6.8,6.4,2001-2002,5.0
21610,Tracy Moore,SF,26,DAL,42,782,11.6,.494,.258,.240,4.1,7.2,5.6,9.8,2.1,0.3,10.9,22.2,0.2,0.4,0.6,.039,-2.0,-0.6,-2.6,-0.1,1991-1992,1.0
21611,Tracy Moore,SG,27,DAL,39,510,14.8,.511,.269,.245,4.5,6.7,5.5,15.4,2.0,0.5,10.4,24.6,0.5,0.0,0.5,.046,1.2,-1.4,-0.2,0.2,1992-1993,2.0
21612,Tracy Moore,SG,28,DET,3,10,33.0,.773,.000,.667,0.0,11.2,5.5,0.0,10.2,0.0,0.0,17.0,0.1,0.0,0.1,.395,6.0,10.8,16.8,0.0,1993-1994,3.0
21613,Tracy Moore,SG,30,HOU,8,190,12.4,.539,.395,.250,6.1,7.0,6.6,5.1,0.5,0.0,8.7,21.9,0.2,0.1,0.3,.076,-0.6,-3.8,-4.4,-0.1,1995-1996,4.0
21614,Tracy Moore,SG,31,HOU,27,237,11.4,.502,.506,.365,5.7,7.0,6.4,13.5,1.1,0.0,12.4,21.6,0.1,0.2,0.3,.066,-1.5,-1.5,-2.9,-0.1,1996-1997,5.0
21615,Tracy Murray,SF,21,POR,48,495,11.9,.490,.269,.154,8.6,9.8,9.2,3.5,0.8,0.6,10.0,25.6,0.1,0.4,0.5,.049,-1.6,-2.3,-3.9,-0.2,1992-1993,1.0
21616,Tracy Murray,SF,22,POR,66,820,15.3,.561,.307,.203,5.5,9.4,7.4,5.8,1.2,1.5,8.7,21.1,1.5,0.7,2.2,.126,1.8,-0.7,1.1,0.7,1993-1994,2.0
21617,Tracy Murray,SF,23,TOT,54,516,10.8,.513,.369,.180,4.2,8.6,6.5,5.9,1.4,0.5,12.2,24.0,0.1,0.4,0.5,.047,-2.4,-1.6,-4.0,-0.3,1994-1995,3.0
21618,Tracy Murray,SF,24,TOR,82,2458,16.8,.557,.328,.201,5.5,11.6,8.5,9.3,1.8,1.2,10.0,23.7,4.0,0.9,4.9,.096,2.0,-1.8,0.1,1.3,1995-1996,4.0
21619,Tracy Murray,SF,25,WSB,82,1814,14.6,.546,.442,.237,5.5,10.7,8.2,6.6,2.0,0.8,10.3,20.7,2.4,1.9,4.4,.116,0.7,-0.3,0.4,1.1,1996-1997,5.0
21634,Travis Best,PG,23,IND,59,571,11.5,.545,.153,.552,2.5,7.0,4.8,26.8,1.9,0.4,23.7,21.4,0.2,0.5,0.7,.057,-1.9,-0.4,-2.2,0.0,1995-1996,1.0
21635,Travis Best,PG,24,IND,76,2064,13.3,.533,.250,.318,2.1,7.4,4.8,26.4,2.6,0.2,17.8,19.3,1.8,2.3,4.1,.096,-0.9,0.9,0.0,1.0,1996-1997,2.0
21636,Travis Best,PG,25,IND,82,1547,13.6,.498,.146,.273,2.3,7.0,4.7,29.9,3.0,0.2,17.1,20.0,1.2,2.1,3.3,.103,-1.2,1.4,0.3,0.9,1997-1998,3.0
21637,Travis Best,PG,26,IND,49,1043,14.1,.507,.193,.272,2.2,6.8,4.6,27.3,2.2,0.3,15.4,18.5,1.5,0.6,2.1,.097,-0.1,-0.1,-0.3,0.5,1998-1999,4.0
21638,Travis Best,PG,27,IND,82,1691,16.5,.569,.166,.339,1.1,8.1,4.7,26.3,2.3,0.2,14.2,20.2,3.5,1.6,5.1,.145,0.0,0.7,0.7,1.2,1999-2000,5.0
21644,Travis Diener,PG,23,ORL,23,246,12.6,.614,.826,.087,2.1,8.3,5.3,10.6,1.5,0.0,12.2,15.7,0.5,0.1,0.6,.115,1.3,-0.4,0.9,0.2,2005-2006,1.0
21645,Travis Diener,PG,24,ORL,26,288,11.6,.566,.625,.188,1.3,6.3,3.9,20.0,0.7,0.0,13.1,16.0,0.5,0.2,0.7,.113,1.0,-0.7,0.3,0.2,2006-2007,2.0
21646,Travis Diener,PG,25,IND,66,1356,12.2,.494,.542,.165,2.0,7.3,4.6,27.7,1.3,0.2,10.7,16.5,1.7,0.8,2.5,.088,-0.2,-1.1,-1.4,0.2,2007-2008,3.0
21647,Travis Diener,PG,26,IND,55,719,13.7,.555,.659,.084,0.9,12.4,6.6,23.9,1.8,0.5,10.2,12.5,1.3,0.6,1.9,.125,0.5,0.4,0.9,0.5,2008-2009,4.0
21648,Travis Diener,PG,27,TOT,9,51,7.6,.255,.700,.400,0.0,6.8,3.4,21.8,4.0,0.0,0.0,10.5,0.0,0.1,0.0,.019,-4.6,2.1,-2.5,0.0,2009-2010,5.0
21652,Travis Knight,C,22,LAL,71,1156,14.1,.536,.000,.364,13.0,18.5,15.7,5.3,1.4,3.8,13.3,14.3,1.4,1.8,3.3,.137,-2.2,0.4,-1.8,0.1,1996-1997,1.0
21653,Travis Knight,C,23,BOS,74,1503,13.6,.499,.126,.235,10.5,18.8,14.3,10.9,1.8,4.3,15.3,16.4,1.1,1.9,3.0,.096,-2.0,0.7,-1.2,0.3,1997-1998,2.0
21654,Travis Knight,C,24,LAL,37,525,12.8,.546,.008,.223,7.7,20.5,14.2,9.3,2.1,3.7,19.7,15.3,0.4,0.7,1.1,.102,-2.9,1.9,-1.1,0.1,1998-1999,3.0
21655,Travis Knight,C,25,LAL,63,410,9.5,.418,.000,.237,12.2,21.4,16.9,8.3,0.8,3.9,16.6,16.7,-0.2,0.8,0.6,.074,-6.0,0.7,-5.3,-0.3,1999-2000,4.0
21656,Travis Knight,C,26,NYK,45,256,0.9,.238,.019,.340,9.3,15.6,12.5,3.0,1.1,3.5,14.1,13.5,-0.7,0.5,-0.3,-0.049,-8.6,0.0,-8.6,-0.4,2000-2001,5.0
21663,Travis Outlaw,PF,19,POR,8,19,16.4,.457,.000,.571,12.6,12.4,12.5,9.3,2.9,0.0,10.2,24.3,0.0,0.0,0.0,.067,1.8,-0.3,1.4,0.0,2003-2004,1.0
21664,Travis Outlaw,SF,20,POR,59,793,15.4,.532,.037,.281,6.1,11.3,8.8,7.8,2.0,3.6,11.5,19.6,0.6,0.8,1.4,.085,-0.9,0.1,-0.8,0.2,2004-2005,2.0
21665,Travis Outlaw,PF,21,POR,69,1153,12.9,.491,.144,.242,4.9,14.9,9.9,5.2,1.5,3.0,8.3,18.3,0.4,0.5,0.9,.039,-1.8,-0.7,-2.5,-0.1,2005-2006,3.0
21666,Travis Outlaw,PF,22,POR,67,1532,15.3,.499,.065,.319,5.2,12.6,8.8,6.1,2.2,3.9,9.3,21.8,0.9,1.4,2.3,.072,-0.7,0.3,-0.4,0.6,2006-2007,4.0
21667,Travis Outlaw,PF,23,POR,82,2186,15.7,.499,.105,.305,5.2,15.0,10.1,8.9,1.5,2.2,8.9,26.0,0.9,2.3,3.2,.071,-0.2,-0.1,-0.3,1.0,2007-2008,5.0
21683,Tree Rollins,C,22,ATL,80,1795,15.6,.521,,.285,10.5,23.4,16.7,6.3,1.5,7.2,17.1,15.8,1.5,3.5,5.0,.133,-1.3,2.6,1.3,1.5,1977-1978,1.0
21684,Tree Rollins,C,23,ATL,81,1900,17.3,.553,,.254,12.0,21.9,16.7,3.6,1.1,7.7,12.4,14.6,3.1,3.3,6.4,.163,0.0,2.4,2.4,2.1,1978-1979,2.0
21685,Tree Rollins,C,24,ATL,82,2123,18.9,.598,.000,.428,14.2,25.0,19.6,5.2,1.2,6.8,13.9,13.7,4.5,4.7,9.2,.208,1.2,2.8,4.0,3.2,1979-1980,3.0
21686,Tree Rollins,C,25,ATL,40,1044,14.5,.591,.005,.271,11.1,20.5,15.7,4.7,1.3,6.7,19.5,11.6,1.1,1.5,2.6,.120,-0.7,2.5,1.7,1.0,1980-1981,4.0
21687,Tree Rollins,C,26,ATL,79,2018,14.7,.600,.000,.373,9.4,24.9,17.1,4.1,0.9,6.8,16.4,10.4,2.2,4.2,6.4,.153,-0.8,3.4,2.6,2.3,1981-1982,5.0
21711,Trent Tucker,SG,23,NYK,78,1830,11.6,.485,.046,.099,4.8,9.1,6.9,16.1,1.5,0.2,9.4,17.3,1.5,2.4,4.0,.104,-1.3,0.9,-0.4,0.7,1982-1983,1.0
21712,Trent Tucker,SG,24,NYK,63,1228,13.6,.518,.036,.073,4.3,8.6,6.4,16.8,2.5,0.4,10.4,17.6,1.2,1.8,3.0,.119,-0.2,1.6,1.3,1.0,1983-1984,2.0
21713,Trent Tucker,SG,25,NYK,77,1819,12.6,.521,.119,.079,4.6,7.5,6.0,15.5,2.0,0.5,9.3,15.7,2.1,1.2,3.3,.086,0.0,0.2,0.2,1.0,1984-1985,3.0
21714,Trent Tucker,SG,26,NYK,77,1788,14.6,.522,.123,.135,4.2,6.6,5.3,17.2,1.8,0.3,8.2,20.0,2.3,1.7,4.0,.107,0.6,0.3,0.9,1.3,1985-1986,4.0
21715,Trent Tucker,SG,27,NYK,70,1691,15.4,.540,.233,.146,3.2,5.8,4.5,15.1,3.3,0.4,9.6,20.1,2.1,1.3,3.4,.096,0.6,1.2,1.8,1.6,1986-1987,5.0
21722,Trenton Hassell,SG,22,CHI,78,2237,10.4,.502,.263,.182,3.3,10.2,6.7,13.0,1.3,1.5,13.0,16.0,0.6,0.9,1.5,.033,-1.7,-1.0,-2.7,-0.4,2001-2002,1.0
21723,Trenton Hassell,SG,23,CHI,82,1999,6.0,.411,.102,.140,2.1,11.9,7.0,11.1,1.2,2.2,16.6,11.1,-1.3,1.2,-0.1,-0.003,-3.9,0.5,-3.4,-0.7,2002-2003,2.0
21724,Trenton Hassell,SG,24,MIN,81,2264,8.2,.498,.034,.160,3.6,9.0,6.5,8.5,0.9,1.7,10.1,9.5,1.7,2.3,4.0,.084,-2.2,0.9,-1.3,0.4,2003-2004,3.0
21725,Trenton Hassell,SG,25,MIN,82,2068,9.3,.515,.023,.240,4.6,7.4,6.0,9.4,0.8,1.0,10.9,13.2,1.7,1.0,2.7,.063,-2.4,-0.4,-2.8,-0.4,2004-2005,4.0
21726,Trenton Hassell,SG,26,MIN,77,2514,9.5,.512,.037,.286,4.0,6.2,5.2,13.2,0.9,0.9,15.2,15.4,0.7,1.6,2.3,.044,-2.4,-0.6,-3.1,-0.7,2005-2006,5.0
21737,Trevor Ariza,SF,19,NYK,80,1382,13.3,.503,.033,.447,7.5,13.1,10.3,9.8,2.7,1.0,13.6,17.8,0.8,1.3,2.1,.073,-1.2,0.6,-0.6,0.5,2004-2005,1.0
21738,Trevor Ariza,SF,20,TOT,57,999,11.8,.468,.022,.562,9.6,17.1,13.3,9.8,3.0,0.9,18.0,15.8,-0.1,1.0,0.9,.043,-1.8,1.1,-0.7,0.3,2005-2006,2.0
21739,Trevor Ariza,SG,21,ORL,57,1278,16.2,.567,.019,.461,9.7,14.2,12.0,8.9,2.5,1.2,15.8,19.2,1.5,1.9,3.4,.128,0.4,1.3,1.6,1.2,2006-2007,3.0
21740,Trevor Ariza,SF,22,TOT,35,546,16.1,.568,.132,.551,6.4,15.4,11.1,11.8,2.9,1.5,12.0,15.6,0.9,0.9,1.8,.157,0.4,2.3,2.8,0.7,2007-2008,4.0
21741,Trevor Ariza,SF,23,LAL,82,1999,15.5,.544,.320,.284,6.4,13.4,10.0,10.4,3.5,0.9,11.5,16.6,2.5,3.5,6.1,.146,0.2,2.2,2.4,2.3,2008-2009,5.0
21755,Trevor Booker,PF,23,WAS,65,1063,15.3,.582,.004,.399,10.2,17.0,13.5,5.2,1.4,3.0,11.3,13.9,1.8,0.8,2.6,.119,-0.6,-0.3,-0.9,0.3,2010-2011,1.0
21756,Trevor Booker,PF,24,WAS,50,1261,15.4,.549,.006,.273,10.6,18.6,14.5,5.1,2.0,2.6,13.2,15.6,1.6,1.4,3.0,.113,-0.8,0.0,-0.8,0.4,2011-2012,2.0
21757,Trevor Booker,PF,25,WAS,48,887,13.9,.509,.023,.327,12.2,17.8,14.9,7.4,1.9,1.4,11.0,14.5,0.9,1.4,2.3,.126,-1.5,0.6,-1.0,0.2,2012-2013,3.0
21758,Trevor Booker,PF,26,WAS,72,1553,15.0,.563,.005,.189,10.9,17.5,14.1,6.3,1.4,2.4,11.7,14.4,2.3,2.0,4.3,.132,-0.5,0.4,-0.1,0.7,2013-2014,4.0
21759,Trevor Booker,PF,27,UTA,79,1564,15.3,.536,.181,.319,10.3,19.0,14.7,9.0,1.5,2.1,14.3,18.1,1.7,1.9,3.6,.110,-0.3,0.1,-0.2,0.7,2014-2015,5.0
21770,Trey Burke,PG,21,UTA,70,2262,12.6,.473,.375,.126,1.8,9.0,5.3,29.4,1.0,0.2,12.2,21.8,1.0,0.0,0.9,.020,0.0,-2.6,-2.6,-0.4,2013-2014,1.0
21771,Trey Burke,PG,22,UTA,76,2288,12.6,.455,.388,.144,1.6,8.7,5.2,25.0,1.5,0.5,10.4,23.9,0.8,1.6,2.4,.050,-0.1,-1.3,-1.4,0.3,2014-2015,2.0
21772,Trey Burke,PG,23,UTA,64,1366,14.0,.507,.404,.129,1.5,8.0,4.8,19.7,1.4,0.4,10.7,25.3,0.9,1.2,2.1,.074,0.7,-1.2,-0.5,0.5,2015-2016,3.0
21773,Trey Burke,PG,24,WAS,57,703,10.8,.532,.275,.114,1.1,6.4,3.8,20.7,0.8,0.6,15.2,19.6,0.3,0.3,0.5,.036,-1.3,-1.8,-3.0,-0.2,2016-2017,4.0
21774,Trey Burke,PG,25,NYK,36,785,21.0,.563,.273,.148,1.8,8.2,5.0,36.4,1.5,0.4,9.5,25.1,2.0,0.3,2.4,.145,3.9,-1.4,2.5,0.9,2017-2018,5.0
21783,Trey Lyles,PF,20,UTA,80,1382,11.6,.517,.294,.188,5.0,20.2,12.6,7.1,1.0,1.1,12.1,17.9,0.6,1.7,2.3,.079,-1.6,-0.2,-1.8,0.1,2015-2016,1.0
21784,Trey Lyles,PF,21,UTA,71,1158,9.9,.464,.465,.180,4.9,18.1,11.7,9.5,1.2,1.4,11.9,21.7,-0.9,1.6,0.8,.031,-2.2,0.0,-2.2,-0.1,2016-2017,2.0
21785,Trey Lyles,PF,22,DEN,73,1391,17.9,.591,.396,.260,4.5,23.5,14.0,10.1,1.1,2.0,9.1,21.1,2.7,1.2,3.9,.135,2.0,-0.7,1.3,1.1,2017-2018,3.0
21786,Trey Lyles,PF,23,DEN,64,1120,12.7,.500,.404,.234,4.2,19.6,11.9,11.3,1.3,1.8,11.1,23.4,-0.2,1.4,1.2,.050,-1.8,-0.7,-2.4,-0.1,2018-2019,4.0
21787,Trey Lyles,PF,24,SAS,63,1271,12.6,.557,.490,.131,6.0,24.6,15.3,7.2,1.1,1.9,9.7,13.6,1.2,1.0,2.2,.083,-0.5,-0.7,-1.2,0.3,2019-2020,5.0
21793,Tristan Thompson,PF,20,CLE,60,1424,13.3,.469,.005,.434,14.4,16.8,15.5,3.3,1.0,3.3,13.3,19.2,0.3,0.9,1.1,.038,-2.4,-2.3,-4.7,-1.0,2011-2012,1.0
21794,Tristan Thompson,PF,21,CLE,82,2564,16.1,.516,.004,.364,13.2,22.1,17.5,6.9,1.2,2.2,11.7,18.3,3.2,2.0,5.2,.098,-0.2,-1.6,-1.8,0.1,2012-2013,2.0
21795,Tristan Thompson,PF,22,CLE,82,2594,14.9,.528,.001,.445,11.4,21.5,16.3,4.5,0.8,1.1,10.6,17.5,3.4,2.3,5.7,.106,-0.6,-1.5,-2.1,-0.1,2013-2014,3.0
21796,Tristan Thompson,PF,23,CLE,82,2194,15.6,.580,.000,.508,14.5,19.7,17.2,2.7,0.8,2.2,12.2,14.0,4.7,2.1,6.8,.148,0.1,-1.4,-1.2,0.4,2014-2015,4.0
21797,Tristan Thompson,PF,24,CLE,82,2269,15.9,.611,.000,.576,13.5,23.3,18.4,4.0,0.9,1.8,10.4,11.7,5.6,3.1,8.7,.185,0.5,-0.3,0.2,1.2,2015-2016,5.0
21810,Troy Daniels,SG,22,HOU,5,75,16.0,.677,.806,.000,0.0,5.6,3.0,11.4,0.0,0.0,8.8,19.9,0.2,0.0,0.2,.150,3.7,-3.3,0.4,0.0,2013-2014,1.0
21811,Troy Daniels,SG,23,TOT,47,397,9.6,.515,.715,.079,2.2,7.2,4.7,9.2,0.8,0.2,10.5,21.3,0.1,0.1,0.2,.022,-0.8,-2.4,-3.2,-0.1,2014-2015,2.0
21812,Troy Daniels,SG,24,CHO,43,476,14.9,.634,.652,.048,1.6,11.6,6.5,7.6,1.2,0.5,11.2,20.4,0.6,0.4,1.1,.110,1.8,-1.0,0.7,0.3,2015-2016,3.0
21813,Troy Daniels,SG,25,MEM,67,1183,10.4,.531,.717,.109,2.1,7.8,4.8,6.6,0.9,0.3,8.0,21.7,0.5,0.8,1.3,.051,0.2,-1.9,-1.8,0.0,2016-2017,4.0
21814,Troy Daniels,SG,26,PHO,79,1622,9.8,.583,.797,.111,0.8,7.7,4.2,4.5,0.8,0.2,8.5,17.2,1.4,0.0,1.4,.042,-0.5,-2.1,-2.6,-0.3,2017-2018,5.0
21817,Troy Hudson,PG,21,UTA,8,23,19.1,.429,.214,.000,5.8,5.1,5.4,35.1,4.7,0.0,6.7,30.2,0.0,0.0,0.0,.075,-1.1,0.5,-0.6,0.0,1997-1998,1.0
21818,Troy Hudson,PG,22,LAC,25,524,14.1,.507,.313,.253,3.2,9.6,6.2,29.7,1.1,0.3,18.6,17.7,0.7,-0.2,0.5,.043,0.9,-3.1,-2.2,0.0,1998-1999,2.0
21819,Troy Hudson,PG,23,LAC,62,1592,11.6,.468,.357,.176,1.9,8.7,5.2,25.3,1.4,0.0,15.6,19.2,0.1,-0.2,-0.2,-0.005,-0.9,-2.5,-3.4,-0.6,1999-2000,3.0
21820,Troy Hudson,PG,24,ORL,75,1008,10.2,.427,.293,.280,4.1,7.6,5.8,25.5,1.9,0.2,18.0,22.4,-0.7,0.8,0.1,.003,-2.6,-1.7,-4.3,-0.6,2000-2001,4.0
21821,Troy Hudson,PG,25,ORL,81,1854,15.3,.526,.229,.247,1.8,7.0,4.4,23.4,1.6,0.2,15.3,25.8,1.5,0.9,2.5,.064,0.2,-2.0,-1.8,0.1,2001-2002,5.0
21828,Troy Murphy,PF,21,GSW,82,1448,10.3,.488,.021,.369,7.1,17.0,11.9,7.6,1.3,1.0,14.6,16.7,0.7,0.7,1.4,.046,-3.3,-1.0,-4.3,-0.8,2001-2002,1.0
21829,Troy Murphy,PF,22,GSW,79,2510,15.9,.526,.019,.387,9.8,24.3,17.1,6.6,1.3,0.8,11.2,16.7,4.7,1.7,6.4,.122,0.5,-1.2,-0.7,0.8,2002-2003,2.0
21830,Troy Murphy,PF,23,GSW,28,610,16.8,.501,.070,.329,8.8,23.2,16.0,6.0,1.1,2.0,10.9,23.6,0.6,0.7,1.3,.104,-0.6,-1.0,-1.6,0.1,2003-2004,3.0
21831,Troy Murphy,PF,24,GSW,70,2375,16.8,.495,.156,.337,11.0,24.2,17.3,6.9,1.1,1.0,9.0,22.2,2.6,2.7,5.3,.107,0.4,-1.7,-1.2,0.5,2004-2005,4.0
21832,Troy Murphy,PF,25,GSW,74,2516,15.9,.529,.216,.381,8.4,24.9,16.5,6.7,1.0,0.8,9.9,19.2,3.5,3.0,6.5,.125,0.5,-0.9,-0.3,1.1,2005-2006,5.0
21843,Truck Robinson,PF,23,WSB,76,995,15.1,.498,,.293,9.5,20.9,15.2,5.7,1.6,1.7,,,0.6,2.1,2.7,.130,-0.9,0.6,-0.3,0.4,1974-1975,1.0
21844,Truck Robinson,PF,24,WSB,82,2055,15.5,.501,,.403,7.3,20.5,14.1,8.0,0.9,2.7,,,0.9,3.4,4.3,.099,-0.9,0.6,-0.3,0.9,1975-1976,2.0
21845,Truck Robinson,PF,25,TOT,77,2777,17.1,.526,,.358,9.5,21.8,15.6,8.0,1.1,0.7,,,4.2,3.0,7.3,.125,1.3,-0.9,0.5,1.7,1976-1977,3.0
21846,Truck Robinson,PF,26,NOJ,82,3638,15.7,.481,,.340,8.0,25.8,17.0,6.8,0.9,1.1,13.5,23.3,1.5,5.0,6.5,.086,-0.5,-0.9,-1.5,0.5,1977-1978,4.0
21847,Truck Robinson,PF,27,TOT,69,2537,16.9,.537,,.401,8.0,23.6,16.0,6.4,0.8,1.5,14.7,23.9,2.1,3.0,5.1,.096,-0.2,-1.4,-1.5,0.3,1978-1979,5.0
21857,Ty Lawson,PG,22,DEN,65,1318,16.4,.600,.213,.359,3.7,7.1,5.4,24.2,1.8,0.1,15.4,18.0,2.9,0.9,3.7,.135,1.5,-0.4,1.1,1.0,2009-2010,1.0
21858,Ty Lawson,PG,23,DEN,80,2103,17.9,.593,.249,.327,3.8,7.6,5.7,28.3,1.9,0.1,14.8,19.6,5.1,1.6,6.7,.153,2.4,-0.3,2.1,2.2,2010-2011,2.0
21859,Ty Lawson,PG,24,DEN,61,2124,19.4,.579,.261,.282,3.1,9.2,6.2,30.2,2.0,0.2,14.7,21.2,5.7,1.2,6.9,.157,3.6,-0.4,3.2,2.8,2011-2012,3.0
21860,Ty Lawson,PG,25,DEN,73,2513,17.9,.549,.239,.320,1.6,7.1,4.4,30.2,2.1,0.2,14.1,22.3,5.6,1.8,7.4,.141,2.5,-0.5,2.0,2.5,2012-2013,4.0
21861,Ty Lawson,PG,26,DEN,62,2222,19.0,.554,.251,.504,1.9,8.5,5.2,38.2,2.2,0.3,16.9,22.7,4.8,1.5,6.3,.136,2.9,-0.5,2.3,2.5,2013-2014,5.0
21880,Tyler Hansbrough,PF,24,IND,29,511,14.6,.448,.018,.502,12.7,16.8,14.7,9.0,1.6,1.1,7.1,25.5,0.1,0.6,0.7,.070,-2.2,-1.2,-3.3,-0.2,2009-2010,1.0
21881,Tyler Hansbrough,PF,25,IND,70,1535,16.4,.529,.003,.413,10.6,15.9,13.2,4.7,1.2,0.7,9.5,23.1,2.2,1.6,3.8,.118,-0.6,-1.3,-1.9,0.0,2010-2011,2.0
21882,Tyler Hansbrough,PF,26,IND,66,1442,14.7,.511,.002,.580,8.9,13.7,11.3,3.5,2.0,0.5,9.8,20.9,2.2,1.7,3.9,.129,-1.1,-0.7,-1.8,0.1,2011-2012,3.0
21883,Tyler Hansbrough,PF,27,IND,81,1366,15.3,.527,.007,.737,13.4,17.0,15.2,4.4,1.1,1.0,12.6,20.6,2.1,2.2,4.4,.154,-1.3,-0.7,-1.9,0.0,2012-2013,4.0
21884,Tyler Hansbrough,PF,28,TOR,64,978,14.2,.562,.010,.944,14.2,20.0,17.1,2.7,1.5,1.6,14.5,15.1,1.7,1.4,3.0,.149,-1.3,-0.6,-1.9,0.0,2013-2014,5.0
21892,Tyler Johnson,SG,22,MIA,32,603,12.0,.506,.287,.281,2.9,13.1,8.1,11.3,2.9,1.3,13.8,17.0,0.1,0.7,0.8,.060,-2.0,1.0,-0.9,0.2,2014-2015,1.0
21893,Tyler Johnson,SG,23,MIA,36,863,13.8,.579,.292,.263,3.8,10.3,7.2,13.9,1.4,1.2,14.8,16.8,1.2,0.9,2.0,.113,-0.1,0.7,0.7,0.6,2015-2016,2.0
21894,Tyler Johnson,PG,24,MIA,73,2178,15.9,.535,.303,.308,2.5,12.5,7.4,16.6,1.9,1.6,8.8,20.9,3.1,2.7,5.8,.128,0.4,1.0,1.4,1.8,2016-2017,3.0
21895,Tyler Johnson,PG,25,MIA,72,2052,13.0,.549,.456,.181,1.9,11.7,6.8,12.4,1.5,1.4,9.5,18.6,1.9,2.3,4.2,.097,-0.5,0.2,-0.3,0.9,2017-2018,4.0
21896,Tyler Johnson,PG,26,TOT,57,1529,12.4,.532,.494,.241,2.4,9.8,6.1,15.9,1.7,1.6,11.7,18.5,0.9,1.4,2.3,.071,-0.7,0.3,-0.4,0.6,2018-2019,5.0
21905,Tyler Zeller,C,23,CLE,77,2033,11.0,.486,.007,.281,8.7,16.7,12.5,7.4,0.9,2.8,13.1,15.9,0.8,1.2,2.0,.048,-3.1,-0.9,-4.0,-1.0,2012-2013,1.0
21906,Tyler Zeller,C,24,CLE,70,1049,15.4,.581,.003,.417,10.8,19.6,15.1,5.6,0.9,3.0,14.9,17.1,1.5,1.1,2.6,.120,-1.8,-0.4,-2.2,-0.1,2013-2014,2.0
21907,Tyler Zeller,C,25,BOS,82,1731,18.9,.594,.000,.300,9.1,20.5,14.7,10.8,0.5,2.3,9.8,19.6,4.5,2.0,6.5,.179,1.0,0.0,0.9,1.3,2014-2015,3.0
21908,Tyler Zeller,C,26,BOS,60,710,15.4,.539,.000,.372,9.1,17.6,13.3,6.6,0.7,2.4,12.0,23.0,0.8,0.9,1.7,.114,-2.1,-1.2,-3.3,-0.2,2015-2016,4.0
21909,Tyler Zeller,C,27,BOS,51,525,13.0,.508,.006,.247,9.2,17.0,13.2,12.2,0.7,3.3,10.2,16.5,0.5,0.6,1.0,.094,-2.2,-0.2,-2.4,0.0,2016-2017,5.0
21913,Tyreke Evans,SG,20,SAC,72,2677,18.2,.529,.121,.399,2.8,13.6,8.1,26.1,2.1,0.7,13.6,26.2,3.3,2.1,5.4,.097,1.3,0.0,1.3,2.2,2009-2010,1.0
21914,Tyreke Evans,SG,21,SAC,57,2107,14.4,.482,.159,.285,2.4,12.7,7.4,24.9,2.0,1.0,14.9,25.3,-0.1,1.7,1.6,.036,-0.1,0.2,0.0,1.1,2010-2011,2.0
21915,Tyreke Evans,SG,22,SAC,63,2162,16.4,.512,.110,.287,3.1,12.0,7.3,22.1,2.0,1.0,14.4,23.8,2.0,0.6,2.7,.059,0.3,-0.9,-0.6,0.8,2011-2012,3.0
21916,Tyreke Evans,SG,23,SAC,65,2016,18.1,.558,.174,.354,3.1,13.5,8.2,19.0,2.3,1.0,12.6,22.3,3.6,0.8,4.4,.105,2.0,-0.2,1.8,1.9,2012-2013,4.0
