,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Season,Seasonnum
4735,Damon Jones,PG,25,DET,67,1083,11.2,.548,.655,.208,1.4,9.7,5.6,20.9,1.1,0.1,16.4,16.1,1.1,0.8,1.9,.084,-0.7,-1.0,-1.7,0.1,2001-2002,4.0
4736,Damon Jones,PG,26,SAC,49,709,11.5,.505,.576,.129,1.8,8.5,5.3,16.0,1.3,0.4,9.4,15.2,0.8,0.7,1.5,.103,-0.2,0.1,-0.1,0.3,2002-2003,5.0
4743,Damon Stoudamire,PG,22,TOR,70,2865,16.7,.528,.298,.262,2.4,9.3,5.8,37.4,1.8,0.5,17.5,23.5,3.7,0.6,4.3,.072,2.5,-2.4,0.1,1.6,1995-1996,1.0
4744,Damon Stoudamire,PG,23,TOR,81,3311,18.1,.516,.353,.285,3.0,8.9,5.8,38.2,2.0,0.3,15.4,25.3,5.8,1.8,7.6,.110,3.4,-1.6,1.8,3.1,1996-1997,2.0
4745,Damon Stoudamire,PG,24,TOT,71,2839,16.8,.503,.279,.263,3.4,8.6,5.9,35.1,2.1,0.2,15.5,22.4,3.9,0.8,4.7,.079,2.0,-1.9,0.1,1.5,1997-1998,3.0
4746,Damon Stoudamire,PG,25,POR,50,1673,14.7,.462,.226,.194,2.9,8.4,5.8,32.8,1.6,0.2,13.9,21.7,1.7,1.8,3.6,.102,0.8,-0.7,0.1,0.9,1998-1999,4.0
4747,Damon Stoudamire,PG,26,POR,78,2372,15.5,.508,.237,.162,3.2,8.6,6.0,28.4,1.7,0.0,13.5,21.5,3.6,2.5,6.1,.124,1.2,-0.3,0.9,1.7,1999-2000,5.0
4760,Damyean Dotson,SG,23,NYK,44,474,11.6,.532,.422,.143,2.1,17.5,9.8,9.5,1.3,0.4,9.0,17.3,0.3,0.3,0.6,.060,-1.6,-0.6,-2.3,0.0,2017-2018,1.0
4761,Damyean Dotson,SG,24,NYK,73,2004,10.8,.526,.490,.140,1.7,12.2,6.8,10.4,1.4,0.4,8.7,17.3,0.7,0.9,1.5,.037,-1.7,-0.9,-2.6,-0.3,2018-2019,2.0
4762,Damyean Dotson,SG,25,NYK,48,836,10.9,.527,.562,.114,1.2,10.6,5.8,10.0,1.3,0.5,6.5,16.5,0.6,0.4,0.9,.053,-0.9,-0.5,-1.4,0.1,2019-2020,3.0
4763,Damyean Dotson,SG,26,CLE,46,907,8.1,.499,.543,.123,0.6,11.1,5.7,15.1,0.9,0.4,12.0,16.9,-0.4,0.3,0.0,-0.002,-3.4,-1.4,-4.8,-0.6,2020-2021,4.0
4764,Damyean Dotson,SG,27,NYK,2,21,6.4,.500,.250,.000,0.0,10.4,5.1,6.9,0.0,0.0,0.0,8.3,0.0,0.0,0.0,.045,-3.7,-1.2,-4.9,0.0,2021-2022,5.0
4767,Dan Dickau,PG,24,ATL,50,515,9.9,.504,.359,.153,2.1,7.2,4.8,28.3,1.4,0.3,22.6,20.9,-0.1,0.1,0.0,.001,-2.7,-2.4,-5.1,-0.4,2002-2003,1.0
4768,Dan Dickau,PG,25,TOT,43,294,9.0,.456,.306,.143,2.8,7.4,5.1,21.8,3.1,0.0,20.0,20.6,-0.2,0.2,0.0,-0.003,-3.8,0.4,-3.4,-0.1,2003-2004,2.0
4769,Dan Dickau,PG,26,TOT,71,2090,14.9,.518,.324,.302,1.9,8.6,5.1,31.0,2.0,0.2,14.5,22.3,2.2,1.3,3.5,.079,0.6,-0.6,0.0,1.1,2004-2005,3.0
4770,Dan Dickau,PG,27,BOS,19,234,10.4,.575,.435,.391,2.7,5.6,4.2,25.5,2.4,0.3,25.0,14.1,0.3,0.2,0.4,.090,-2.6,0.2,-2.4,0.0,2005-2006,4.0
4771,Dan Dickau,PG,28,POR,50,444,12.2,.476,.404,.351,1.9,10.3,6.0,26.3,1.7,0.2,13.4,21.3,0.3,0.2,0.4,.048,-1.1,-1.1,-2.2,0.0,2006-2007,5.0
4773,Dan Gadzuric,C,24,MIL,49,760,11.2,.498,.007,.386,10.1,20.3,15.2,1.8,1.5,5.1,13.7,12.0,0.4,0.7,1.2,.075,-3.6,0.1,-3.5,-0.3,2002-2003,1.0
4774,Dan Gadzuric,C,25,MIL,75,1260,17.0,.529,.003,.338,11.4,19.8,15.6,3.7,2.1,6.1,10.1,16.0,1.7,2.0,3.7,.141,-1.0,1.6,0.7,0.8,2003-2004,2.0
4775,Dan Gadzuric,C,26,MIL,81,1783,18.1,.551,.000,.441,17.0,27.4,22.2,2.7,1.4,4.4,13.1,15.8,2.8,2.4,5.2,.140,0.3,-0.2,0.1,1.0,2004-2005,3.0
4776,Dan Gadzuric,C,27,MIL,74,885,17.2,.550,.003,.288,12.0,19.3,15.6,4.9,1.5,3.9,9.1,19.8,1.3,1.1,2.5,.134,-1.6,-0.1,-1.7,0.0,2005-2006,4.0
4777,Dan Gadzuric,C,28,MIL,54,840,11.9,.482,.004,.395,13.0,21.6,17.2,5.3,1.4,2.9,15.5,17.0,0.1,0.7,0.8,.043,-3.9,-1.5,-5.4,-0.7,2006-2007,5.0
4785,Dan Issel*,C,28,DEN,79,2507,21.2,.578,,.435,8.8,19.3,14.2,11.0,1.6,0.6,,,7.1,3.8,10.9,.208,3.1,-0.4,2.7,3.0,1976-1977,1.0
4786,Dan Issel*,C,29,DEN,82,2851,21.5,.571,,.425,9.5,20.1,14.9,16.1,1.6,0.7,14.5,23.9,7.9,3.1,11.1,.186,3.4,-0.4,3.0,3.6,1977-1978,2.0
4787,Dan Issel*,C,30,DEN,81,2742,18.3,.568,,.407,9.2,18.8,14.0,13.3,1.0,0.9,12.3,19.5,6.7,3.1,9.8,.172,2.5,-0.1,2.4,3.1,1978-1979,3.0
4788,Dan Issel*,C,31,DEN,82,2938,22.2,.571,.008,.471,8.2,17.5,12.7,10.7,1.4,1.0,8.7,25.0,9.2,2.3,11.5,.188,4.1,-0.8,3.3,3.9,1979-1980,4.0
4789,Dan Issel*,C,32,DEN,80,2641,21.7,.575,.010,.561,8.6,17.7,13.1,8.4,1.4,1.0,7.9,23.2,8.9,1.6,10.5,.190,3.7,-1.1,2.7,3.1,1980-1981,5.0
4799,Dan Majerle,SG,23,PHO,54,1354,11.3,.479,.190,.294,5.1,11.1,8.2,11.8,2.1,0.6,9.0,15.7,0.9,1.7,2.5,.090,-1.0,1.3,0.3,0.8,1988-1989,1.0
4800,Dan Majerle,SG,24,PHO,73,2244,13.5,.498,.115,.372,7.5,13.1,10.5,11.0,2.1,0.8,9.2,16.5,2.6,2.9,5.5,.118,0.1,1.1,1.3,1.9,1989-1990,2.0
4801,Dan Majerle,SF,25,PHO,77,2281,16.9,.552,.105,.363,8.5,11.4,10.0,12.9,2.2,1.0,10.7,19.1,4.4,2.8,7.2,.152,2.0,0.7,2.7,2.7,1990-1991,3.0
4802,Dan Majerle,SF,26,PHO,82,2853,17.8,.551,.198,.263,6.0,12.3,9.3,13.6,2.2,0.9,7.3,20.3,6.2,3.6,9.8,.165,2.8,0.8,3.6,4.0,1991-1992,4.0
4803,Dan Majerle,SG,27,PHO,82,3199,15.4,.573,.400,.238,4.3,8.9,6.7,13.4,2.1,0.6,9.9,17.3,6.6,3.2,9.8,.147,2.1,0.4,2.5,3.6,1992-1993,5.0
4818,Dan Roundfield,PF,23,IND,61,1645,17.6,.505,,.326,10.3,20.6,15.3,6.1,1.7,4.1,,,1.7,2.2,3.9,.115,-0.5,0.1,-0.4,0.7,1976-1977,1.0
4819,Dan Roundfield,PF,24,IND,79,2423,18.0,.534,,.348,10.8,21.7,16.1,11.4,1.5,3.2,16.3,18.4,3.6,3.3,6.9,.138,1.0,0.9,1.9,2.4,1977-1978,2.0
4820,Dan Roundfield,PF,25,ATL,80,2539,19.4,.556,,.459,13.3,24.0,18.4,7.4,1.6,4.0,16.0,20.4,4.6,4.1,8.7,.164,1.3,0.7,1.9,2.5,1978-1979,3.0
4821,Dan Roundfield,PF,26,ATL,81,2588,19.7,.551,.004,.462,12.1,22.7,17.3,11.3,1.9,3.2,16.1,22.8,4.0,5.1,9.1,.169,1.6,1.4,2.9,3.2,1979-1980,4.0
4822,Dan Roundfield,PF,27,ATL,63,2128,20.7,.575,.001,.439,12.3,22.0,17.1,12.1,1.7,3.3,15.6,22.3,4.2,2.8,7.0,.159,2.3,0.8,3.1,2.7,1980-1981,5.0
4831,Dana Barros,PG,22,SEA,81,1630,12.8,.497,.322,.149,2.4,7.3,4.7,18.3,1.6,0.0,13.5,23.3,1.1,0.7,1.8,.053,0.8,-1.4,-0.6,0.6,1989-1990,1.0
4832,Dana Barros,PG,23,SEA,66,750,18.8,.600,.260,.273,2.7,8.7,5.7,21.9,1.5,0.1,13.4,22.5,2.1,0.4,2.5,.158,3.7,-1.3,2.4,0.8,1990-1991,2.0
4833,Dana Barros,PG,24,SEA,75,1331,15.0,.586,.377,.160,1.4,5.7,3.5,14.0,1.9,0.2,9.6,18.4,2.9,0.7,3.6,.132,2.2,-0.4,1.8,1.3,1991-1992,3.0
4834,Dana Barros,PG,25,SEA,69,1243,15.0,.541,.357,.124,1.7,8.5,5.0,17.2,2.5,0.2,10.4,18.9,2.1,1.4,3.5,.134,1.1,0.4,1.5,1.1,1992-1993,4.0
4835,Dana Barros,PG,26,PHI,81,2519,16.0,.571,.403,.165,1.2,7.3,4.3,27.2,2.1,0.1,15.1,19.1,3.9,0.8,4.7,.089,1.7,-1.1,0.6,1.7,1993-1994,5.0
4852,Daniel Gibson,PG,20,CLE,60,988,9.4,.556,.537,.169,3.2,7.7,5.4,10.7,1.2,0.6,15.1,13.4,0.8,1.2,2.0,.098,-1.6,0.9,-0.7,0.3,2006-2007,1.0
4853,Daniel Gibson,PG,21,CLE,58,1765,11.7,.592,.576,.226,1.9,6.9,4.3,13.1,1.4,0.6,12.9,15.1,2.7,1.4,4.1,.111,-0.4,0.0,-0.4,0.7,2007-2008,2.0
4854,Daniel Gibson,PG,22,CLE,75,1795,10.1,.519,.537,.163,2.1,7.9,5.1,11.3,1.3,0.7,9.7,16.5,1.5,2.3,3.8,.101,-1.4,0.3,-1.0,0.4,2008-2009,3.0
4855,Daniel Gibson,PG,23,CLE,56,1068,11.3,.613,.556,.183,1.5,6.4,4.1,9.8,1.2,0.5,11.1,14.2,1.6,1.0,2.6,.117,0.0,0.0,0.0,0.5,2009-2010,4.0
4856,Daniel Gibson,SG,24,CLE,67,1865,13.2,.533,.444,.247,1.4,9.7,5.5,18.3,1.3,0.9,9.9,19.7,2.0,0.4,2.4,.062,0.3,-0.7,-0.4,0.8,2010-2011,5.0
4871,Daniel Theis,C,25,BOS,63,936,16.1,.616,.249,.348,10.7,21.2,16.0,9.1,1.6,4.3,17.2,15.5,1.6,1.9,3.5,.178,-2.0,2.3,0.3,0.5,2017-2018,1.0
4872,Daniel Theis,C,26,BOS,66,908,17.0,.624,.252,.286,10.2,16.2,13.2,10.5,1.1,4.1,9.9,15.8,2.3,1.3,3.5,.188,-0.8,0.9,0.0,0.5,2018-2019,2.0
4873,Daniel Theis,C,27,BOS,65,1566,17.9,.631,.225,.268,9.7,19.3,14.6,10.1,1.1,5.0,10.2,14.4,4.0,2.6,6.5,.201,0.6,1.8,2.4,1.7,2019-2020,3.0
4874,Daniel Theis,C,28,TOT,65,1601,15.0,.609,.326,.236,6.5,18.3,12.4,9.5,1.2,3.3,11.4,15.6,2.4,1.8,4.3,.128,-0.7,0.7,0.0,0.8,2020-2021,4.0
4875,Daniel Theis,C,29,TOT,47,977,13.2,.595,.368,.247,6.6,18.8,12.7,6.3,1.0,2.9,12.5,16.2,0.9,1.0,1.9,.093,-1.9,-0.2,-2.1,0.0,2021-2022,5.0
4876,Danilo Gallinari,SG,20,NYK,28,412,13.4,.621,.576,.216,3.3,11.5,7.3,5.5,1.7,0.7,9.9,16.0,0.7,0.3,1.0,.119,0.5,0.1,0.6,0.3,2008-2009,1.0
4877,Danilo Gallinari,SF,21,NYK,81,2747,14.8,.575,.526,.331,2.6,14.0,8.2,7.6,1.4,1.6,9.4,19.3,4.1,1.5,5.6,.098,1.2,-0.7,0.5,1.7,2009-2010,2.0
4878,Danilo Gallinari,PF-SF,22,TOT,62,2104,15.7,.597,.458,.611,3.2,13.4,8.3,7.4,1.2,0.9,9.3,18.9,4.9,1.2,6.1,.139,1.5,-0.8,0.7,1.4,2010-2011,3.0
4879,Danilo Gallinari,SF,23,DEN,43,1351,16.5,.563,.393,.448,2.5,14.6,8.7,13.0,1.6,1.3,10.9,20.7,2.9,1.0,3.9,.140,1.9,-0.1,1.8,1.3,2011-2012,4.0
4880,Danilo Gallinari,SF,24,DEN,71,2309,16.7,.561,.416,.400,3.2,14.4,8.9,11.2,1.4,1.2,9.8,21.3,5.2,2.0,7.2,.151,2.9,-0.1,2.8,2.8,2012-2013,5.0
4889,Danny Ainge,SG,22,BOS,53,564,10.1,.439,.077,.294,5.0,5.9,5.5,19.7,3.1,0.3,17.5,21.5,-0.3,0.8,0.5,.042,-3.7,1.0,-2.7,-0.1,1981-1982,1.0
4890,Danny Ainge,SG,23,BOS,80,2048,13.2,.519,.040,.135,4.4,6.8,5.6,16.1,2.5,0.2,11.4,16.5,2.8,2.4,5.2,.121,-1.0,1.2,0.2,1.2,1982-1983,2.0
4891,Danny Ainge,SG,24,BOS,71,1154,10.4,.498,.061,.155,3.0,8.3,5.7,18.4,1.7,0.2,15.4,16.2,0.5,1.3,1.8,.076,-2.2,0.4,-1.8,0.0,1983-1984,3.0
4892,Danny Ainge,SG,25,BOS,75,2564,14.2,.570,.071,.172,3.4,7.9,5.8,19.9,2.2,0.1,14.9,15.9,3.9,2.8,6.6,.124,-0.1,0.8,0.7,1.8,1984-1985,4.0
4893,Danny Ainge,SG,26,BOS,80,2407,13.6,.562,.104,.194,2.3,8.1,5.4,21.3,1.9,0.2,14.5,15.2,3.6,3.2,6.8,.136,-0.1,1.0,0.9,1.8,1985-1986,5.0
4904,Danny Ferry,PF,24,CLE,81,1661,10.9,.491,.120,.236,6.9,13.0,10.0,13.0,1.3,0.9,14.5,21.8,-0.4,1.3,1.0,.028,-2.9,-1.0,-4.0,-0.8,1990-1991,1.0
4905,Danny Ferry,PF,25,CLE,68,937,11.2,.480,.146,.223,6.6,18.3,12.7,11.1,1.2,0.9,11.3,18.9,0.3,1.0,1.3,.067,-3.1,-0.7,-3.9,-0.4,1991-1992,2.0
4906,Danny Ferry,PF,26,CLE,76,1461,14.0,.563,.179,.246,6.6,14.9,10.9,13.2,1.0,2.0,14.0,18.0,1.8,1.8,3.6,.118,-0.4,0.2,-0.2,0.7,1992-1993,3.0
4907,Danny Ferry,PF,27,CLE,70,965,12.0,.496,.153,.129,5.6,11.3,8.5,12.1,1.5,1.5,10.4,18.3,0.7,1.0,1.7,.084,-1.4,0.0,-1.3,0.2,1993-1994,4.0
4908,Danny Ferry,PF,28,CLE,82,1290,16.0,.572,.466,.168,2.8,11.3,6.9,14.4,1.2,1.4,9.9,22.2,2.3,1.5,3.9,.144,2.2,0.4,2.6,1.5,1994-1995,5.0
4920,Danny Fortson,PF,21,DEN,80,1811,14.3,.537,.005,.555,11.5,17.8,14.6,8.0,1.3,1.2,17.1,23.1,1.5,0.4,1.9,.051,-2.5,-2.5,-5.0,-1.4,1997-1998,1.0
4921,Danny Fortson,PF,22,DEN,50,1417,18.7,.564,.008,.598,16.6,31.3,23.7,4.0,1.2,1.1,13.6,18.0,3.6,0.7,4.4,.148,0.4,-2.3,-1.9,0.0,1998-1999,2.0
4922,Danny Fortson,PF,23,BOS,55,856,20.1,.602,.000,.713,17.8,31.7,24.4,5.6,1.2,0.4,16.1,21.0,2.5,1.0,3.5,.194,0.6,-1.9,-1.2,0.2,1999-2000,3.0
4923,Danny Fortson,PF,24,GSW,6,203,24.4,.678,.000,1.080,14.0,39.3,25.6,4.1,0.5,0.0,11.9,17.4,0.9,0.2,1.1,.258,4.4,-1.4,3.0,0.2,2000-2001,4.0
4924,Danny Fortson,PF,25,GSW,77,2216,15.9,.504,.006,.427,13.7,30.3,21.8,9.3,1.0,0.5,15.7,19.3,2.5,2.1,4.5,.098,-0.2,-1.8,-2.0,0.0,2001-2002,5.0
4930,Danny Granger,SF,22,IND,78,1765,14.7,.540,.195,.310,8.8,16.0,12.5,8.8,1.8,2.6,12.8,16.4,2.1,3.0,5.1,.139,-0.7,1.8,1.1,1.4,2005-2006,1.0
4931,Danny Granger,SF,23,IND,82,2785,13.9,.573,.332,.339,4.6,11.3,7.9,7.0,1.2,1.7,11.9,18.2,3.9,2.6,6.5,.111,0.4,-0.1,0.2,1.5,2006-2007,2.0
4932,Danny Granger,SF,24,IND,80,2876,16.7,.571,.351,.314,3.4,15.2,9.2,9.6,1.6,2.2,11.1,23.2,4.1,3.2,7.3,.122,1.3,0.1,1.4,2.5,2007-2008,3.0
4933,Danny Granger,SF,25,IND,67,2424,21.8,.584,.352,.360,2.2,13.4,7.7,13.1,1.4,3.0,10.0,29.6,5.6,2.4,8.0,.158,4.9,-0.1,4.8,4.2,2008-2009,4.0
4934,Danny Granger,SF,26,IND,62,2278,19.8,.564,.385,.376,3.2,13.3,8.2,13.6,2.0,1.6,10.6,28.7,3.5,2.7,6.2,.131,3.1,0.0,3.1,2.9,2009-2010,5.0
4940,Danny Green,SG,22,CLE,20,115,12.3,.480,.564,.154,8.7,8.9,8.8,6.7,2.7,2.0,10.7,18.9,0.0,0.2,0.2,.083,-0.9,0.7,-0.2,0.1,2009-2010,1.0
4941,Danny Green,SG,23,SAS,8,92,13.2,.586,.543,.000,3.9,14.8,9.5,3.6,1.1,0.8,12.5,20.0,0.0,0.1,0.1,.076,0.1,-0.7,-0.6,0.0,2010-2011,2.0
4942,Danny Green,SG,24,SAS,66,1522,15.5,.579,.491,.210,4.2,12.9,8.6,8.3,2.0,2.2,11.4,17.6,2.5,2.0,4.5,.142,1.8,1.2,3.0,1.9,2011-2012,3.0
4943,Danny Green,SG,25,SAS,80,2201,14.1,.600,.623,.119,2.0,10.3,6.4,9.5,2.1,1.8,11.9,16.6,2.6,3.2,5.9,.128,1.4,1.4,2.8,2.7,2012-2013,4.0
4944,Danny Green,SG,26,SAS,68,1651,13.9,.580,.630,.125,1.8,13.4,7.8,8.9,2.0,2.7,12.5,16.7,1.4,2.8,4.2,.122,1.2,2.0,3.2,2.2,2013-2014,5.0
4953,Danny Manning,PF,22,LAC,26,950,13.4,.538,.014,.288,7.9,11.3,9.6,12.2,2.1,1.5,18.7,20.6,0.0,0.7,0.7,.034,-0.8,-0.4,-1.3,0.2,1988-1989,1.0
4954,Danny Manning,PF,23,LAC,71,2269,16.3,.584,.006,.448,7.2,13.9,10.6,12.8,1.9,1.0,16.0,21.7,2.9,2.4,5.3,.112,0.2,0.2,0.4,1.4,1989-1990,2.0
4955,Danny Manning,PF,24,LAC,73,2197,16.9,.557,.003,.338,8.1,12.8,10.4,13.9,2.6,1.7,15.3,22.7,2.2,3.0,5.2,.113,0.7,1.4,2.0,2.2,1990-1991,3.0
4956,Danny Manning,PF,25,LAC,82,2904,19.7,.577,.004,.321,8.7,12.9,10.8,15.8,2.3,2.6,13.3,23.1,5.3,4.5,9.8,.162,2.6,1.7,4.3,4.6,1991-1992,4.0
4957,Danny Manning,PF,26,LAC,79,2761,19.6,.565,.022,.351,7.8,13.1,10.4,11.7,1.9,2.3,12.6,27.2,4.7,3.1,7.9,.137,1.9,0.1,2.0,2.8,1992-1993,5.0
4968,Danny Schayes,C,22,UTA,82,1623,13.2,.532,.002,.353,8.5,20.0,14.1,11.6,1.3,2.4,20.0,18.7,0.4,1.3,1.7,.050,-2.4,0.1,-2.3,-0.1,1981-1982,1.0
4969,Danny Schayes,C,23,TOT,82,2284,12.1,.519,.001,.394,9.1,19.0,14.1,11.7,1.0,2.2,22.4,19.1,-0.4,2.3,2.0,.041,-2.7,-0.3,-3.0,-0.6,1982-1983,2.0
4970,Danny Schayes,C,24,DEN,82,1420,12.9,.592,.005,.733,10.5,21.9,16.0,7.4,1.0,2.2,19.5,16.2,1.8,1.1,2.8,.095,-2.8,-0.6,-3.4,-0.5,1983-1984,3.0
4971,Danny Schayes,C,25,DEN,56,542,12.8,.580,.000,.752,8.9,20.2,14.2,8.1,1.6,2.6,20.4,15.0,0.6,0.7,1.2,.109,-2.6,0.5,-2.1,0.0,1984-1985,4.0
4972,Danny Schayes,C,26,DEN,80,1654,13.4,.585,.002,.632,9.3,18.8,13.9,5.9,1.1,2.1,15.7,15.5,2.4,2.2,4.6,.134,-2.1,0.1,-2.0,0.0,1985-1986,5.0
4986,Danny Vranes,SF,23,SEA,77,1075,11.2,.573,.004,.565,7.4,12.4,10.0,6.9,1.3,1.1,17.2,15.2,0.8,1.5,2.4,.106,-2.1,0.5,-1.6,0.1,1981-1982,1.0
4987,Danny Vranes,SF,24,SEA,82,2054,10.6,.544,.002,.487,9.6,12.3,11.0,7.3,1.2,1.3,16.4,12.1,1.9,2.3,4.2,.099,-1.3,0.5,-0.7,0.7,1982-1983,2.0
4988,Danny Vranes,SF,25,SEA,80,2174,10.7,.559,.002,.477,7.9,12.7,10.3,8.0,1.1,1.4,16.8,13.8,1.5,1.9,3.4,.076,-1.9,0.1,-1.8,0.1,1983-1984,3.0
4989,Danny Vranes,SF,26,SEA,76,2163,8.3,.480,.010,.316,8.3,15.1,11.7,9.4,1.7,1.5,20.6,11.2,-0.6,2.4,1.8,.039,-3.4,1.2,-2.2,-0.1,1984-1985,4.0
4990,Danny Vranes,SF,27,SEA,80,1569,7.8,.475,.014,.264,8.5,12.8,10.6,5.8,2.0,1.2,15.5,10.0,0.2,1.9,2.1,.065,-2.9,1.2,-1.6,0.1,1985-1986,5.0
4994,Danny Young,PG,22,SEA,3,26,0.5,.200,.100,.000,0.0,13.4,6.7,10.2,5.6,0.0,16.7,19.3,-0.2,0.0,-0.1,-0.188,-9.9,3.8,-6.1,0.0,1984-1985,1.0
4995,Danny Young,PG,23,SEA,82,1901,13.7,.573,.165,.236,1.8,5.8,3.7,22.2,2.9,0.3,15.7,12.9,2.7,2.1,4.8,.121,0.2,1.7,1.9,1.9,1985-1986,2.0
4996,Danny Young,PG,24,SEA,73,1482,12.8,.551,.274,.247,1.7,6.6,4.2,29.2,2.4,0.1,21.0,10.7,2.0,0.9,2.9,.095,0.8,0.3,1.1,1.2,1986-1987,3.0
4997,Danny Young,PG,25,SEA,77,949,13.3,.503,.353,.243,2.1,6.9,4.4,28.8,2.6,0.1,13.3,11.8,1.6,0.8,2.4,.122,0.4,0.7,1.1,0.8,1987-1988,4.0
4998,Danny Young,PG,26,POR,48,952,11.8,.534,.200,.256,1.9,6.7,4.2,15.9,2.7,0.2,13.9,13.1,1.0,0.8,1.8,.091,-1.1,1.2,0.0,0.5,1988-1989,5.0
5004,Dante Cunningham,PF,22,POR,63,707,14.3,.517,.009,.224,9.4,18.7,14.0,3.3,1.9,2.5,6.0,16.8,0.9,1.0,1.9,.129,-2.0,0.2,-1.8,0.0,2009-2010,1.0
5005,Dante Cunningham,PF,23,TOT,78,1637,10.7,.483,.028,.131,6.9,13.9,10.3,4.3,1.8,2.2,9.3,15.7,0.3,1.7,2.0,.060,-3.2,-0.1,-3.3,-0.5,2010-2011,2.0
5006,Dante Cunningham,PF,24,MEM,64,1124,14.9,.538,.007,.247,9.3,16.4,12.8,5.2,2.0,2.5,8.6,13.6,1.8,1.7,3.4,.147,-0.3,1.0,0.8,0.8,2011-2012,3.0
5007,Dante Cunningham,PF,25,MIN,80,2010,13.3,.485,.009,.154,7.8,15.6,11.6,5.7,2.2,1.5,7.3,17.2,1.1,2.4,3.5,.084,-1.8,0.4,-1.4,0.3,2012-2013,4.0
5008,Dante Cunningham,PF,26,MIN,81,1635,12.6,.474,.010,.132,7.3,14.9,11.0,7.7,1.9,2.7,7.2,15.1,0.9,2.0,2.9,.085,-1.7,0.9,-0.8,0.5,2013-2014,5.0
5014,Dante Exum,PG,19,UTA,82,1817,5.7,.457,.635,.077,1.7,6.6,4.2,16.6,1.2,0.6,21.5,13.8,-1.1,1.0,-0.1,-0.003,-3.6,-0.7,-4.3,-1.1,2014-2015,1.0
5015,Dante Exum,PG,21,UTA,66,1228,8.5,.521,.410,.201,2.9,9.3,6.2,14.1,0.9,0.8,16.8,18.1,-0.1,1.3,1.2,.046,-3.2,-0.1,-3.3,-0.4,2016-2017,2.0
5016,Dante Exum,PG,22,UTA,14,235,16.7,.566,.207,.356,2.0,10.5,6.3,29.7,1.7,1.1,16.6,23.1,0.3,0.3,0.7,.133,-0.3,0.4,0.1,0.1,2017-2018,3.0
5017,Dante Exum,PG,23,UTA,42,664,11.2,.516,.257,.357,2.7,8.3,5.5,24.1,1.0,0.6,15.7,21.3,0.2,0.7,1.0,.069,-2.0,-0.1,-2.1,0.0,2018-2019,4.0
5018,Dante Exum,SG,24,TOT,35,485,10.3,.576,.361,.361,2.7,12.6,7.7,11.5,1.3,1.4,18.4,15.0,0.2,0.2,0.4,.043,-2.5,-0.4,-2.9,-0.1,2019-2020,5.0
5020,Danuel House Jr.,SG,23,WAS,1,1,12.2,,,,0.0,100.0,56.4,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,.163,-8.9,9.8,0.9,0.0,2016-2017,1.0
5021,Danuel House Jr.,SG,24,PHO,23,403,12.4,.533,.450,.240,3.4,17.0,10.1,9.4,0.8,1.2,7.2,16.2,0.4,0.1,0.6,.066,-0.8,-0.8,-1.6,0.0,2017-2018,2.0
5022,Danuel House Jr.,SF,25,HOU,39,979,12.2,.646,.706,.282,2.8,13.3,7.9,5.9,1.1,1.0,11.0,14.1,1.6,0.7,2.3,.113,0.1,-0.5,-0.5,0.4,2018-2019,3.0
5023,Danuel House Jr.,SF,26,HOU,63,1913,11.3,.572,.659,.167,3.1,11.6,7.3,6.1,1.6,1.5,8.5,13.7,1.9,1.8,3.6,.091,-0.8,0.0,-0.7,0.6,2019-2020,4.0
5024,Danuel House Jr.,SF,27,HOU,36,932,9.1,.525,.574,.232,2.0,13.6,7.5,10.6,1.0,1.5,10.7,15.3,0.0,0.5,0.5,.026,-2.8,-0.7,-3.5,-0.3,2020-2021,5.0
5027,Dario Šarić,PF,22,PHI,81,2129,12.8,.508,.368,.237,5.8,20.8,13.3,14.3,1.3,1.1,15.2,24.6,-1.2,2.2,1.0,.023,-1.3,-0.9,-2.3,-0.2,2016-2017,1.0
5028,Dario Šarić,PF,23,PHI,78,2310,15.8,.582,.448,.233,7.5,16.4,12.1,13.0,1.1,0.7,13.1,20.9,3.8,2.8,6.6,.137,1.8,-0.5,1.3,1.9,2017-2018,2.0
5029,Dario Šarić,PF,24,TOT,81,2023,13.1,.563,.464,.216,6.6,17.5,12.1,8.8,1.1,0.4,11.3,17.8,2.3,1.2,3.5,.084,-0.3,-1.3,-1.6,0.2,2018-2019,3.0
5030,Dario Šarić,PF,25,PHO,66,1632,14.2,.592,.437,.238,6.7,21.1,13.8,10.8,1.1,0.9,12.9,17.8,2.1,1.5,3.6,.105,-0.1,-0.3,-0.4,0.7,2019-2020,4.0
5031,Dario Šarić,C,26,PHO,50,871,14.3,.567,.395,.289,6.1,18.4,12.4,10.4,1.7,0.4,12.9,22.6,0.7,1.0,1.7,.093,-1.4,-0.6,-2.0,0.0,2020-2021,5.0
5040,Darius Miles,SF,19,LAC,81,2133,14.7,.518,.030,.378,7.0,18.3,12.8,8.1,1.3,4.1,16.7,19.1,0.5,2.6,3.0,.068,-1.3,0.8,-0.5,0.8,2000-2001,1.0
