,SEASON,AGE,TEAM,LEAGUE,POS,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,name
0,2000-01,19.0,UTA,NBA,SG,1.0,0.0,8.0,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,0.5,0.5,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,DeShawn Stevenson
1,2002-03,21.0,UTA,NBA,SG,4.0,0.0,9.3,1.5,3.8,0.4,0.0,0.5,0.0,1.5,3.3,0.462,0.4,1.5,1.5,1.0,0.5,1.3,1.8,1.0,0.3,0.0,0.0,0.8,4.5,DeShawn Stevenson
2,2006-07,25.0,WAS,NBA,SG,4.0,4.0,30.5,2.3,11.5,0.196,0.8,4.8,0.158,1.5,6.8,0.222,0.228,0.8,1.8,0.429,0.5,2.0,2.5,1.8,0.5,0.8,0.8,1.0,6.0,DeShawn Stevenson
3,2007-08,26.0,WAS,NBA,SG,6.0,6.0,32.7,3.7,10.0,0.367,2.3,6.0,0.389,1.3,4.0,0.333,0.483,2.7,3.0,0.889,0.3,1.8,2.2,3.0,1.0,0.0,1.5,1.8,12.3,DeShawn Stevenson
4,2009-10,28.0,DAL,NBA,SG,2.0,0.0,3.0,0.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DeShawn Stevenson
5,2010-11,29.0,DAL,NBA,SG,21.0,18.0,15.8,1.4,4.0,0.349,1.3,3.2,0.397,0.1,0.7,0.133,0.512,0.4,0.6,0.75,0.0,0.9,0.9,0.6,0.5,0.1,0.5,1.9,4.5,DeShawn Stevenson
6,2012-13,31.0,ATL,NBA,SG,4.0,0.0,11.3,0.8,1.3,0.6,0.8,1.3,0.6,0.0,0.0,,0.9,0.0,0.0,,0.8,1.8,2.5,0.3,0.0,0.0,0.5,1.3,2.3,DeShawn Stevenson
0,2006-07,22.0,NJN,NBA,PF,12.0,0.0,9.8,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,0.5,0.5,1.0,2.0,0.5,0.6,1.0,1.6,0.3,0.1,0.3,0.3,1.3,3.0,Josh Boone
0,1969-70,22.0,MIL,NBA,SF,10.0,,39.9,7.2,14.2,0.507,,,,7.2,14.2,0.507,0.507,1.9,2.9,0.655,,,8.7,5.7,,,,3.9,16.3,Bob Dandridge
1,1970-71,23.0,MIL,NBA,SF,14.0,,38.2,8.1,17.4,0.463,,,,8.1,17.4,0.463,0.463,3.1,3.9,0.782,,,9.6,3.4,,,,3.2,19.2,Bob Dandridge
2,1971-72,24.0,MIL,NBA,SF,11.0,,40.1,9.1,18.4,0.495,,,,9.1,18.4,0.495,0.495,3.4,4.5,0.74,,,8.8,1.9,,,,4.3,21.5,Bob Dandridge
3,1972-73,25.0,MIL,NBA,SF,6.0,,34.0,5.3,12.7,0.421,,,,5.3,12.7,0.421,0.421,3.2,4.5,0.704,,,4.7,1.2,,,,3.8,13.8,Bob Dandridge
4,1973-74,26.0,MIL,NBA,SF,16.0,,40.5,8.5,17.3,0.493,,,,8.5,17.3,0.493,0.493,2.3,2.9,0.766,1.9,5.7,7.6,2.8,1.4,0.6,,4.1,19.3,Bob Dandridge
5,1975-76,28.0,MIL,NBA,SF,3.0,,40.7,8.0,16.3,0.49,,,,8.0,16.3,0.49,0.49,6.0,6.7,0.9,1.0,6.7,7.7,2.7,1.0,0.0,,3.0,22.0,Bob Dandridge
6,1977-78,30.0,WSB,NBA,SF,19.0,,39.3,9.1,18.9,0.479,,,,9.1,18.9,0.479,0.479,3.1,4.4,0.69,1.8,4.6,6.5,3.9,1.6,0.7,3.0,4.1,21.2,Bob Dandridge
7,1978-79,31.0,WSB,NBA,SF,19.0,,41.4,9.2,19.4,0.473,,,,9.2,19.4,0.473,0.473,4.8,5.8,0.827,2.4,5.0,7.4,5.5,0.7,0.8,3.1,3.7,23.1,Bob Dandridge
0,1973-74,22.0,UTS,ABA,SG,15.0,,11.5,2.3,6.1,0.37,0.1,0.6,0.111,2.2,5.5,0.398,0.375,0.9,0.9,1.0,1.1,1.1,2.1,1.0,0.3,0.1,1.2,1.4,5.5,Johnny Neumann
1,1975-76,24.0,KEN,ABA,SG,8.0,,14.0,4.1,9.5,0.434,0.6,1.6,0.385,3.5,7.9,0.444,0.467,1.4,1.8,0.786,0.3,0.3,0.5,0.9,0.8,0.1,1.0,2.5,10.3,Johnny Neumann
2,1976-77,25.0,LAL,NBA,SG,6.0,,11.3,1.8,4.8,0.379,,,,1.8,4.8,0.379,0.379,0.3,0.7,0.5,0.0,0.3,0.3,1.5,0.5,0.3,,2.3,4.0,Johnny Neumann
0,1975-76,23.0,BUF,NBA,PF,9.0,,40.2,6.0,10.2,0.587,,,,6.0,10.2,0.587,0.587,2.1,4.2,0.5,2.8,5.8,8.6,2.8,1.0,1.4,,3.2,14.1,John Shumate
1,1979-80,27.0,SAS,NBA,PF,3.0,,26.0,3.0,6.7,0.45,0.0,0.0,,3.0,6.7,0.45,0.45,1.0,1.0,1.0,2.3,2.0,4.3,1.7,1.3,1.3,1.7,3.0,7.0,John Shumate
0,1984-85,22.0,UTA,NBA,PG,10.0,0.0,18.6,2.1,4.5,0.467,0.0,0.2,0.0,2.1,4.3,0.488,0.467,2.6,3.5,0.743,0.7,2.1,2.8,4.3,1.1,0.2,1.6,3.0,6.8,John Stockton
1,1985-86,23.0,UTA,NBA,PG,4.0,0.0,18.3,2.3,4.3,0.529,0.3,0.3,1.0,2.0,4.0,0.5,0.559,2.0,2.3,0.889,0.8,0.8,1.5,3.5,1.3,0.0,1.0,2.5,6.8,John Stockton
2,1986-87,24.0,UTA,NBA,PG,5.0,2.0,31.4,3.6,5.8,0.621,0.8,1.0,0.8,2.8,4.8,0.583,0.69,2.0,2.6,0.769,0.4,1.8,2.2,8.0,3.0,0.2,2.2,3.6,10.0,John Stockton
3,1987-88,25.0,UTA,NBA,PG,11.0,11.0,43.5,6.2,12.2,0.507,0.4,1.3,0.286,5.8,10.9,0.533,0.522,6.8,8.3,0.824,1.3,2.8,4.1,14.8,3.4,0.3,4.4,3.3,19.5,John Stockton
4,1988-89,26.0,UTA,NBA,PG,3.0,3.0,46.3,10.0,19.7,0.508,1.0,1.3,0.75,9.0,18.3,0.491,0.534,6.3,7.0,0.905,0.7,2.7,3.3,13.7,3.7,1.7,3.7,5.0,27.3,John Stockton
5,1989-90,27.0,UTA,NBA,PG,5.0,5.0,38.8,5.8,13.8,0.42,0.2,2.6,0.077,5.6,11.2,0.5,0.428,3.2,4.0,0.8,0.8,2.4,3.2,15.0,1.2,0.0,2.8,4.0,15.0,John Stockton
6,1990-91,28.0,UTA,NBA,PG,9.0,9.0,41.4,6.4,12.0,0.537,1.2,3.0,0.407,5.2,9.0,0.58,0.588,4.1,4.9,0.841,1.1,3.6,4.7,13.8,2.2,0.2,3.6,3.7,18.2,John Stockton
7,1991-92,29.0,UTA,NBA,PG,16.0,16.0,38.9,4.8,11.4,0.423,1.1,3.6,0.31,3.7,7.8,0.476,0.473,4.1,4.9,0.833,0.6,2.3,2.9,13.6,2.1,0.3,3.6,2.4,14.8,John Stockton
8,1992-93,30.0,UTA,NBA,PG,5.0,5.0,38.6,4.6,10.2,0.451,1.0,2.6,0.385,3.6,7.6,0.474,0.5,3.0,3.6,0.833,1.0,1.4,2.4,11.0,2.4,0.0,3.0,3.2,13.2,John Stockton
9,1993-94,31.0,UTA,NBA,PG,16.0,16.0,37.3,5.5,12.1,0.456,0.3,1.5,0.167,5.3,10.6,0.497,0.466,3.2,3.9,0.81,0.9,2.4,3.3,9.8,1.7,0.5,2.5,2.8,14.4,John Stockton
10,1994-95,32.0,UTA,NBA,PG,5.0,5.0,38.6,6.8,14.8,0.459,1.6,4.0,0.4,5.2,10.8,0.481,0.514,2.6,3.4,0.765,1.2,2.2,3.4,10.2,1.4,0.2,2.8,2.6,17.8,John Stockton
11,1995-96,33.0,UTA,NBA,PG,18.0,18.0,37.7,3.9,8.7,0.446,0.6,2.1,0.289,3.3,6.6,0.496,0.481,2.7,3.3,0.814,0.8,2.4,3.2,10.8,1.6,0.4,3.2,2.8,11.1,John Stockton
12,1996-97,34.0,UTA,NBA,PG,20.0,20.0,37.0,5.7,10.9,0.521,1.0,2.5,0.38,4.7,8.4,0.563,0.565,3.9,4.5,0.856,0.9,3.0,3.9,9.6,1.7,0.3,3.1,2.6,16.1,John Stockton
13,1997-98,35.0,UTA,NBA,PG,20.0,20.0,29.8,4.1,8.2,0.494,0.5,1.3,0.346,3.6,6.9,0.522,0.521,2.6,3.6,0.718,0.8,2.2,3.0,7.8,1.6,0.2,2.4,2.7,11.1,John Stockton
14,1998-99,36.0,UTA,NBA,PG,11.0,11.0,32.0,3.8,9.5,0.4,0.4,1.1,0.333,3.5,8.5,0.409,0.419,3.1,4.2,0.739,1.0,2.3,3.3,8.4,1.6,0.1,2.8,2.9,11.1,John Stockton
15,1999-00,37.0,UTA,NBA,PG,10.0,10.0,35.0,4.1,8.9,0.461,0.7,1.8,0.389,3.4,7.1,0.479,0.5,2.3,3.0,0.767,0.7,2.3,3.0,10.3,1.3,0.2,2.6,3.0,11.2,John Stockton
16,2000-01,38.0,UTA,NBA,PG,5.0,5.0,37.2,3.4,7.4,0.459,0.0,1.6,0.0,3.4,5.8,0.586,0.459,3.0,4.2,0.714,2.2,3.4,5.6,11.4,2.0,0.6,1.4,3.8,9.8,John Stockton
17,2001-02,39.0,UTA,NBA,PG,4.0,4.0,35.3,4.5,10.0,0.45,0.5,1.8,0.286,4.0,8.3,0.485,0.475,3.0,3.3,0.923,0.8,3.3,4.0,10.0,2.8,0.3,2.0,4.0,12.5,John Stockton
18,2002-03,40.0,UTA,NBA,PG,5.0,5.0,29.8,3.6,7.8,0.462,0.0,0.2,0.0,3.6,7.6,0.474,0.462,4.0,4.0,1.0,1.0,2.2,3.2,5.2,1.6,0.2,2.8,2.6,11.2,John Stockton
0,1984-85,25.0,LAL,NBA,C,7.0,0.0,5.3,0.4,1.3,0.333,0.0,0.0,,0.4,1.3,0.333,0.333,0.6,1.1,0.5,0.4,0.4,0.9,0.1,0.6,0.9,0.3,1.6,1.4,Chuck Nevitt
1,1985-86,26.0,DET,NBA,C,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chuck Nevitt
2,1986-87,27.0,DET,NBA,C,3.0,0.0,3.3,0.3,1.7,0.2,0.0,0.0,,0.3,1.7,0.2,0.2,0.7,0.7,1.0,0.3,1.7,2.0,0.0,0.0,1.0,1.0,0.3,1.3,Chuck Nevitt
3,1987-88,28.0,DET,NBA,C,3.0,0.0,1.3,0.3,0.7,0.5,0.0,0.0,,0.3,0.7,0.5,0.5,0.0,0.0,,0.7,0.3,1.0,0.0,0.0,0.0,0.3,0.3,0.7,Chuck Nevitt
4,1988-89,29.0,HOU,NBA,C,2.0,0.0,1.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Chuck Nevitt
0,2012-13,23.0,MEM,NBA,PF,8.0,0.0,6.0,0.6,1.5,0.417,0.0,0.0,,0.6,1.5,0.417,0.417,0.4,0.5,0.75,0.5,0.9,1.4,0.0,0.0,0.1,0.3,0.9,1.6,Ed Davis
1,2013-14,24.0,MEM,NBA,PF,7.0,0.0,3.6,0.4,1.4,0.3,0.0,0.0,,0.4,1.4,0.3,0.3,0.0,0.1,0.0,1.1,1.0,2.1,0.0,0.1,0.4,0.3,0.3,0.9,Ed Davis
2,2015-16,26.0,POR,NBA,PF,11.0,0.0,18.6,1.9,3.6,0.525,0.0,0.2,0.0,1.9,3.5,0.553,0.525,1.7,3.0,0.576,2.4,4.5,6.8,1.3,0.2,0.6,0.9,3.0,5.5,Ed Davis
3,2017-18,28.0,POR,NBA,C,4.0,0.0,17.8,1.3,2.5,0.5,0.0,0.0,,1.3,2.5,0.5,0.5,0.3,1.0,0.25,1.3,6.8,8.0,0.0,0.0,0.3,1.0,1.8,2.8,Ed Davis
4,2018-19,29.0,BRK,NBA,C,3.0,0.0,13.7,2.3,3.3,0.7,0.0,0.0,,2.3,3.3,0.7,0.7,0.7,0.7,1.0,1.3,5.0,6.3,0.7,0.0,0.3,0.0,3.0,5.3,Ed Davis
0,2011-12,23.0,DEN,NBA,SG,2.0,0.0,2.5,0.5,1.0,0.5,0.0,0.0,,0.5,1.0,0.5,0.5,0.0,0.0,,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,Julyan Stone
1,2012-13,24.0,DEN,NBA,PG,2.0,0.0,6.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.5,1.0,Julyan Stone
0,2020-21,20.0,PHI,NBA,SG,12.0,0.0,13.0,2.4,5.5,0.439,0.3,1.0,0.333,2.1,4.5,0.463,0.47,1.2,1.8,0.636,0.1,1.8,1.8,1.3,0.3,0.5,0.4,1.3,6.3,Tyrese Maxey
0,1977-78,22.0,SEA,NBA,C,22.0,,31.9,5.2,11.2,0.466,,,,5.2,11.2,0.466,0.466,3.2,4.1,0.78,2.3,5.8,8.1,1.2,0.8,0.5,1.6,4.6,13.7,Jack Sikma
1,1978-79,23.0,SEA,NBA,C,17.0,,38.5,6.0,13.2,0.455,,,,6.0,13.2,0.455,0.455,2.8,3.6,0.787,2.3,9.4,11.7,2.5,0.9,1.4,2.4,4.1,14.8,Jack Sikma
2,1979-80,24.0,SEA,NBA,C,15.0,,35.6,4.3,10.9,0.399,0.0,0.1,0.0,4.3,10.7,0.404,0.399,3.1,3.6,0.852,2.0,6.4,8.4,3.7,1.1,0.3,2.3,3.7,11.7,Jack Sikma
3,1981-82,26.0,SEA,NBA,C,8.0,,39.4,7.1,16.0,0.445,0.0,0.0,,7.1,16.0,0.445,0.445,6.3,7.3,0.862,2.6,9.5,12.1,3.0,1.1,1.0,2.0,4.3,20.5,Jack Sikma
4,1982-83,27.0,SEA,NBA,C,2.0,,37.5,5.5,15.5,0.355,0.0,0.5,0.0,5.5,15.0,0.367,0.355,4.0,6.0,0.667,3.0,10.0,13.0,5.5,1.0,1.0,2.5,3.5,15.0,Jack Sikma
5,1983-84,28.0,SEA,NBA,C,5.0,,38.6,9.8,19.6,0.5,0.0,0.2,0.0,9.8,19.4,0.505,0.5,2.4,2.8,0.857,2.2,8.0,10.2,1.0,0.6,1.4,1.8,4.4,22.0,Jack Sikma
6,1986-87,31.0,MIL,NBA,C,12.0,12.0,35.5,6.1,12.5,0.487,0.0,0.1,0.0,6.1,12.4,0.49,0.487,4.0,4.1,0.98,2.8,8.1,10.8,1.9,1.3,0.8,1.5,4.7,16.2,Jack Sikma
7,1987-88,32.0,MIL,NBA,C,5.0,5.0,38.0,7.0,15.2,0.461,0.0,0.6,0.0,7.0,14.6,0.479,0.461,5.0,6.0,0.833,4.8,7.6,12.4,2.6,0.4,0.8,3.0,4.6,19.0,Jack Sikma
8,1988-89,33.0,MIL,NBA,C,9.0,9.0,33.4,4.1,10.4,0.394,0.9,3.1,0.286,3.2,7.3,0.439,0.436,2.6,3.1,0.821,1.0,4.6,5.6,3.3,0.9,0.4,2.3,4.6,11.7,Jack Sikma
9,1989-90,34.0,MIL,NBA,C,4.0,4.0,29.3,1.5,5.8,0.261,0.5,1.8,0.286,1.0,4.0,0.25,0.304,1.5,2.0,0.75,0.0,3.5,3.5,1.8,0.5,1.0,3.0,4.8,5.0,Jack Sikma
10,1990-91,35.0,MIL,NBA,C,3.0,0.0,17.0,2.0,5.0,0.4,0.3,0.7,0.5,1.7,4.3,0.385,0.433,0.3,0.7,0.5,1.0,3.0,4.0,2.0,1.7,0.3,1.0,1.3,4.7,Jack Sikma
0,1976-77,23.0,GSW,NBA,C,10.0,,23.9,5.2,10.8,0.481,,,,5.2,10.8,0.481,0.481,1.7,2.6,0.654,4.3,6.0,10.3,1.1,0.7,1.1,,4.2,12.1,Robert Parish
1,1980-81,27.0,BOS,NBA,C,17.0,,28.9,6.4,12.9,0.493,0.0,0.0,,6.4,12.9,0.493,0.493,2.3,3.4,0.672,2.9,5.6,8.6,1.1,1.2,2.3,2.6,4.4,15.0,Robert Parish
2,1981-82,28.0,BOS,NBA,C,12.0,,35.5,8.5,17.4,0.488,0.0,0.0,,8.5,17.4,0.488,0.488,4.3,6.3,0.68,3.6,7.7,11.3,1.5,0.4,4.0,3.3,3.9,21.3,Robert Parish
3,1982-83,29.0,BOS,NBA,C,7.0,,35.6,6.1,12.7,0.483,0.0,0.0,,6.1,12.7,0.483,0.483,2.4,2.9,0.85,3.0,7.6,10.6,1.3,0.7,1.3,2.4,2.6,14.7,Robert Parish
4,1983-84,30.0,BOS,NBA,C,23.0,,37.8,6.0,12.7,0.478,0.0,0.0,,6.0,12.7,0.478,0.478,2.8,4.3,0.646,3.3,7.5,10.8,1.2,1.0,1.8,2.0,4.3,14.9,Robert Parish
5,1984-85,31.0,BOS,NBA,C,21.0,21.0,38.2,6.5,13.1,0.493,0.0,0.0,,6.5,13.1,0.493,0.493,4.1,5.3,0.784,2.7,7.7,10.4,1.5,1.0,1.6,2.4,3.2,17.1,Robert Parish
6,1985-86,32.0,BOS,NBA,C,18.0,18.0,32.8,5.9,12.5,0.471,0.0,0.0,,5.9,12.5,0.471,0.471,3.2,4.9,0.652,2.9,5.9,8.8,1.4,0.5,1.7,2.4,2.6,15.0,Robert Parish
7,1986-87,33.0,BOS,NBA,C,21.0,21.0,35.0,7.1,12.5,0.567,0.0,0.0,0.0,7.1,12.5,0.569,0.567,3.8,4.9,0.767,2.8,6.6,9.4,1.3,0.9,1.7,1.8,3.8,18.0,Robert Parish
8,1987-88,34.0,BOS,NBA,C,17.0,17.0,36.8,5.9,11.1,0.532,0.0,0.0,,5.9,11.1,0.532,0.532,2.9,3.6,0.82,3.0,6.9,9.9,1.2,0.6,1.1,2.2,2.5,14.7,Robert Parish
9,1988-89,35.0,BOS,NBA,C,3.0,3.0,37.3,6.7,14.7,0.455,0.0,0.0,,6.7,14.7,0.455,0.455,2.3,3.0,0.778,2.0,6.7,8.7,2.0,1.3,0.7,2.0,1.7,15.7,Robert Parish
10,1989-90,36.0,BOS,NBA,C,5.0,5.0,34.0,6.2,10.8,0.574,0.0,0.0,,6.2,10.8,0.574,0.574,3.4,3.6,0.944,4.6,5.4,10.0,2.6,1.0,1.4,2.4,4.2,15.8,Robert Parish
11,1990-91,37.0,BOS,NBA,C,10.0,10.0,29.6,5.8,9.7,0.598,0.0,0.0,,5.8,9.7,0.598,0.598,4.2,6.1,0.689,3.3,5.9,9.2,0.6,0.8,0.7,1.6,3.4,15.8,Robert Parish
12,1991-92,38.0,BOS,NBA,C,10.0,10.0,33.5,5.0,10.1,0.495,0.0,0.0,,5.0,10.1,0.495,0.495,2.0,2.8,0.714,3.8,5.9,9.7,1.4,0.7,1.5,0.9,2.2,12.0,Robert Parish
13,1992-93,39.0,BOS,NBA,C,4.0,4.0,36.5,7.8,14.3,0.544,0.0,0.0,,7.8,14.3,0.544,0.544,1.5,1.8,0.857,3.3,6.3,9.5,1.3,0.3,1.5,1.5,3.5,17.0,Robert Parish
14,1994-95,41.0,CHH,NBA,C,4.0,0.0,17.8,1.5,2.8,0.545,0.0,0.0,,1.5,2.8,0.545,0.545,0.5,1.3,0.4,1.0,1.3,2.3,0.3,0.0,0.8,0.3,0.5,3.5,Robert Parish
15,1996-97,43.0,CHI,NBA,C,2.0,0.0,9.0,0.5,3.5,0.143,0.0,0.0,,0.5,3.5,0.143,0.143,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,1.5,0.0,1.0,1.0,Robert Parish
0,1995-96,22.0,DET,NBA,C,1.0,0.0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Theo Ratliff
1,1996-97,23.0,DET,NBA,C,3.0,0.0,6.0,1.0,1.3,0.75,0.0,0.0,,1.0,1.3,0.75,0.75,0.7,1.3,0.5,0.7,0.7,1.3,0.3,0.3,1.3,1.0,1.7,2.7,Theo Ratliff
2,1998-99,25.0,PHI,NBA,PF,7.0,7.0,29.1,2.9,6.1,0.465,0.0,0.0,,2.9,6.1,0.465,0.465,1.6,2.7,0.579,3.3,4.0,7.3,0.9,0.7,2.6,1.0,2.7,7.3,Theo Ratliff
3,1999-00,26.0,PHI,NBA,PF,10.0,10.0,37.4,4.8,10.1,0.475,0.0,0.0,,4.8,10.1,0.475,0.475,3.4,4.7,0.723,2.8,5.1,7.9,0.9,1.0,3.0,1.7,3.5,13.0,Theo Ratliff
4,2007-08,34.0,DET,NBA,C,12.0,0.0,10.9,0.5,1.0,0.5,0.0,0.0,,0.5,1.0,0.5,0.5,0.3,0.7,0.5,1.2,1.1,2.3,0.1,0.1,0.9,0.3,1.9,1.3,Theo Ratliff
5,2008-09,35.0,PHI,NBA,C,6.0,0.0,15.7,1.5,1.8,0.818,0.0,0.0,,1.5,1.8,0.818,0.818,0.3,0.7,0.5,1.0,2.8,3.8,0.0,0.2,0.7,0.7,4.0,3.3,Theo Ratliff
6,2009-10,36.0,CHA,NBA,C,4.0,4.0,11.8,0.8,2.0,0.375,0.0,0.0,,0.8,2.0,0.375,0.375,0.3,0.5,0.5,0.0,0.8,0.8,0.3,0.5,0.0,0.5,3.8,1.8,Theo Ratliff
7,2010-11,37.0,LAL,NBA,C,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Theo Ratliff
0,1998-99,22.0,PHO,NBA,PF,3.0,0.0,17.3,3.0,5.7,0.529,1.0,1.0,1.0,2.0,4.7,0.429,0.618,2.0,2.0,1.0,2.0,1.0,3.0,0.3,0.3,0.3,1.0,3.0,9.0,Pat Garrity
1,2000-01,24.0,ORL,NBA,SF,4.0,0.0,29.3,4.3,9.0,0.472,2.5,5.0,0.5,1.8,4.0,0.438,0.611,1.0,1.3,0.8,0.3,1.0,1.3,0.5,0.0,0.3,0.5,2.8,12.0,Pat Garrity
2,2001-02,25.0,ORL,NBA,PF,4.0,4.0,36.8,3.0,8.0,0.375,1.8,4.5,0.389,1.3,3.5,0.357,0.484,0.8,1.0,0.75,1.0,6.5,7.5,2.3,0.5,0.3,0.8,4.5,8.5,Pat Garrity
3,2002-03,26.0,ORL,NBA,PF,7.0,1.0,23.3,1.4,5.0,0.286,0.6,2.4,0.235,0.9,2.6,0.333,0.343,0.6,0.6,1.0,0.6,2.0,2.6,0.7,0.3,0.4,0.7,3.4,4.0,Pat Garrity
4,2007-08,31.0,ORL,NBA,PF,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,1.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,Pat Garrity
0,1994-95,23.0,NYK,NBA,SF,1.0,0.0,4.0,2.0,2.0,1.0,0.0,0.0,,2.0,2.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,Monty Williams
1,1995-96,24.0,SAS,NBA,SF,7.0,0.0,4.1,0.3,1.3,0.222,0.0,0.0,,0.3,1.3,0.222,0.222,0.4,0.9,0.5,0.4,0.6,1.0,0.0,0.0,0.0,0.6,0.6,1.0,Monty Williams
2,1997-98,26.0,SAS,NBA,SF,5.0,0.0,5.6,1.0,1.6,0.625,0.0,0.0,,1.0,1.6,0.625,0.625,0.4,0.6,0.667,0.4,0.8,1.2,0.2,0.0,0.0,0.8,0.4,2.4,Monty Williams
3,2000-01,29.0,ORL,NBA,SF,3.0,0.0,4.7,1.0,1.3,0.75,0.0,0.0,,1.0,1.3,0.75,0.75,0.3,1.0,0.333,1.3,0.7,2.0,0.0,0.0,0.7,0.3,0.7,2.3,Monty Williams
4,2001-02,30.0,ORL,NBA,SF,4.0,3.0,23.3,3.5,6.8,0.519,0.0,0.3,0.0,3.5,6.5,0.538,0.519,1.5,2.5,0.6,1.8,3.8,5.5,2.3,0.8,0.0,1.3,2.0,8.5,Monty Williams
5,2002-03,31.0,PHI,NBA,SF,10.0,0.0,9.6,0.8,2.3,0.348,0.0,0.1,0.0,0.8,2.2,0.364,0.348,0.3,0.4,0.75,0.7,0.8,1.5,0.0,0.2,0.0,0.4,1.2,1.9,Monty Williams
0,1998-99,28.0,SAC,NBA,PF,3.0,0.0,10.3,1.7,4.0,0.417,0.0,0.0,,1.7,4.0,0.417,0.417,0.0,0.0,,0.7,0.7,1.3,0.3,1.0,0.0,1.0,1.0,3.3,Lawrence Funderburke
1,1999-00,29.0,SAC,NBA,PF,4.0,0.0,8.5,1.0,2.3,0.444,0.0,0.0,,1.0,2.3,0.444,0.444,0.5,1.0,0.5,1.0,1.8,2.8,0.0,0.3,0.0,0.0,0.0,2.5,Lawrence Funderburke
2,2000-01,30.0,SAC,NBA,PF,3.0,0.0,5.7,1.0,2.7,0.375,0.0,0.0,,1.0,2.7,0.375,0.375,0.3,0.3,1.0,1.3,0.7,2.0,0.0,0.7,0.7,0.3,1.3,2.3,Lawrence Funderburke
3,2001-02,31.0,SAC,NBA,PF,5.0,0.0,4.0,0.4,0.6,0.667,0.0,0.0,,0.4,0.6,0.667,0.667,0.4,0.4,1.0,0.2,0.2,0.4,0.0,0.0,0.0,0.0,1.0,1.2,Lawrence Funderburke
4,2002-03,32.0,SAC,NBA,PF,6.0,0.0,2.5,0.5,1.3,0.375,0.0,0.0,,0.5,1.3,0.375,0.375,0.5,0.7,0.75,0.5,0.8,1.3,0.0,0.0,0.0,0.2,0.3,1.5,Lawrence Funderburke
5,2004-05,34.0,CHI,NBA,PF,5.0,0.0,5.6,0.2,0.4,0.5,0.0,0.0,,0.2,0.4,0.5,0.5,0.2,0.4,0.5,0.0,0.6,0.6,0.2,0.0,0.0,0.0,1.6,0.6,Lawrence Funderburke
0,1987-88,24.0,CLE,NBA,SG,4.0,4.0,33.5,7.5,15.8,0.476,0.0,0.5,0.0,7.5,15.3,0.492,0.476,2.8,4.0,0.688,1.0,4.0,5.0,3.8,2.8,1.0,2.8,2.3,17.8,Ron Harper
1,1988-89,25.0,CLE,NBA,SG,5.0,5.0,37.8,7.8,13.8,0.565,0.0,0.4,0.0,7.8,13.4,0.582,0.565,4.0,5.2,0.769,1.4,2.8,4.2,4.0,2.2,0.8,1.4,4.0,19.6,Ron Harper
2,1991-92,28.0,LAC,NBA,SG,5.0,5.0,41.2,7.8,17.4,0.448,0.2,1.8,0.111,7.6,15.6,0.487,0.454,2.2,2.8,0.786,2.0,4.4,6.4,4.6,1.0,0.8,3.0,2.6,18.0,Ron Harper
3,1992-93,29.0,LAC,NBA,SG,5.0,5.0,34.8,7.4,15.6,0.474,1.0,2.0,0.5,6.4,13.6,0.471,0.506,2.2,3.4,0.647,0.8,3.2,4.0,3.2,3.0,2.0,2.2,1.4,18.0,Ron Harper
4,1994-95,31.0,CHI,NBA,SG,6.0,0.0,6.7,1.0,2.3,0.429,0.0,0.3,0.0,1.0,2.0,0.5,0.429,0.0,0.0,,0.3,0.7,1.0,0.7,0.5,0.2,0.2,1.0,2.0,Ron Harper
5,1995-96,32.0,CHI,NBA,PG,18.0,16.0,27.4,3.2,7.4,0.425,0.8,2.6,0.319,2.3,4.8,0.483,0.481,1.6,2.3,0.69,1.4,2.3,3.7,2.5,1.4,0.4,1.0,2.1,8.8,Ron Harper
