,SEASON,AGE,TEAM,LEAGUE,POS,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,name
6,1989-90,33.0,IND,NBA,SF,2.0,0.0,7.0,0.5,1.5,0.333,0.0,0.0,,0.5,1.5,0.333,0.333,0.0,0.0,,0.5,0.5,1.0,0.5,0.0,0.0,1.0,2.5,1.0,Calvin Natt
0,1973-74,22.0,SAA,ABA,PG,7.0,,20.1,1.9,4.0,0.464,0.0,0.1,0.0,1.9,3.9,0.481,0.464,0.3,0.7,0.4,0.4,1.7,2.1,3.3,1.4,0.0,1.7,2.7,4.0,George Karl
1,1974-75,23.0,SAA,ABA,PG,4.0,,10.0,0.3,2.0,0.125,0.0,0.3,0.0,0.3,1.8,0.143,0.125,0.8,1.0,0.75,0.0,0.8,0.8,1.3,0.3,0.0,0.5,1.3,1.3,George Karl
2,1975-76,24.0,SAA,ABA,PG,6.0,,10.7,1.7,3.7,0.455,0.0,0.2,0.0,1.7,3.5,0.476,0.455,1.0,1.5,0.667,0.2,0.5,0.7,2.8,0.8,0.0,0.8,2.0,4.3,George Karl
3,1976-77,25.0,SAS,NBA,PG,1.0,,1.0,0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,George Karl
0,1980-81,22.0,SAS,NBA,PG,7.0,,17.7,2.6,5.3,0.486,0.0,0.4,0.0,2.6,4.9,0.529,0.486,0.9,1.1,0.75,1.1,0.7,1.9,3.9,1.4,0.1,1.1,2.0,6.0,Johnny Moore
1,1981-82,23.0,SAS,NBA,PG,9.0,,32.4,4.3,9.1,0.476,0.0,0.3,0.0,4.3,8.8,0.494,0.476,1.8,3.0,0.593,1.0,2.4,3.4,10.3,1.7,0.7,1.7,4.2,10.4,Johnny Moore
2,1982-83,24.0,SAS,NBA,PG,11.0,,37.6,9.5,17.9,0.533,0.8,1.5,0.529,8.7,16.4,0.533,0.556,2.5,3.2,0.8,0.7,3.5,4.3,14.6,2.5,0.3,2.5,3.7,22.5,Johnny Moore
3,1984-85,26.0,SAS,NBA,PG,5.0,5.0,33.6,5.0,10.8,0.463,0.2,0.6,0.333,4.8,10.2,0.471,0.472,3.0,4.6,0.652,2.6,3.4,6.0,8.4,2.0,0.4,3.2,3.4,13.2,Johnny Moore
4,1989-90,31.0,SAS,NBA,PG,9.0,0.0,9.6,0.7,2.7,0.25,0.0,0.7,0.0,0.7,2.0,0.333,0.25,0.4,0.9,0.5,0.3,0.9,1.2,2.3,0.8,0.1,0.8,1.2,1.8,Johnny Moore
0,2001-02,25.0,PHI,NBA,PG,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vonteego Cummings
0,2007-08,22.0,DET,NBA,SG,12.0,0.0,7.0,0.6,1.5,0.389,0.0,0.2,0.0,0.6,1.3,0.438,0.389,0.0,0.0,,0.0,0.4,0.4,0.5,0.3,0.0,0.1,0.4,1.2,Arron Afflalo
1,2008-09,23.0,DET,NBA,SG,4.0,0.0,16.5,2.5,5.3,0.476,0.5,2.5,0.2,2.0,2.8,0.727,0.524,0.8,1.3,0.6,0.3,0.5,0.8,0.3,0.0,0.5,0.8,2.3,6.3,Arron Afflalo
2,2009-10,24.0,DEN,NBA,SG,6.0,6.0,20.0,3.3,5.3,0.625,1.0,2.3,0.429,2.3,3.0,0.778,0.719,1.5,1.8,0.818,0.2,1.8,2.0,1.2,0.2,0.3,0.7,3.5,9.2,Arron Afflalo
3,2010-11,25.0,DEN,NBA,SG,3.0,3.0,28.3,4.0,11.3,0.353,1.0,4.0,0.25,3.0,7.3,0.409,0.397,2.3,2.7,0.875,0.0,3.0,3.0,2.3,0.0,0.0,1.0,3.3,11.3,Arron Afflalo
4,2011-12,26.0,DEN,NBA,SG,7.0,7.0,32.7,4.3,10.6,0.405,0.6,2.9,0.2,3.7,7.7,0.481,0.432,1.7,2.1,0.8,0.7,2.9,3.6,2.7,0.7,0.3,1.3,2.0,10.9,Arron Afflalo
5,2014-15,29.0,POR,NBA,SG,3.0,3.0,20.0,0.7,4.0,0.167,0.3,1.3,0.25,0.3,2.7,0.125,0.208,0.0,0.3,0.0,0.0,2.3,2.3,0.7,0.0,0.0,1.0,2.0,1.7,Arron Afflalo
0,1982-83,23.0,POR,NBA,PG,7.0,,29.3,4.9,11.4,0.425,0.1,0.3,0.5,4.7,11.1,0.423,0.431,2.3,3.0,0.762,0.7,1.4,2.1,8.7,1.4,0.4,2.7,3.0,12.1,Darnell Valentine
1,1983-84,24.0,POR,NBA,PG,5.0,,35.6,6.0,12.0,0.5,0.0,0.0,,6.0,12.0,0.5,0.5,6.4,7.0,0.914,0.6,1.6,2.2,8.4,1.8,0.2,2.2,4.6,18.4,Darnell Valentine
2,1984-85,25.0,POR,NBA,PG,9.0,9.0,27.1,4.8,9.8,0.489,0.0,0.0,,4.8,9.8,0.489,0.489,3.2,3.4,0.935,0.7,1.2,1.9,6.4,1.8,0.0,2.3,3.1,12.8,Darnell Valentine
3,1988-89,29.0,CLE,NBA,SG,5.0,0.0,16.0,1.4,4.0,0.35,0.0,0.0,,1.4,4.0,0.35,0.35,1.4,1.6,0.875,0.6,0.8,1.4,3.2,1.0,0.0,1.0,1.4,4.2,Darnell Valentine
0,1990-91,22.0,GSW,NBA,PF,9.0,0.0,8.9,1.0,1.6,0.643,0.0,0.1,0.0,1.0,1.4,0.692,0.643,0.4,0.7,0.667,0.8,1.8,2.6,0.2,0.3,0.4,0.2,2.8,2.4,Tyrone Hill
1,1991-92,23.0,GSW,NBA,C,4.0,1.0,11.8,0.8,1.8,0.429,0.0,0.0,,0.8,1.8,0.429,0.429,0.0,0.5,0.0,0.8,1.3,2.0,0.3,0.5,0.0,0.8,3.0,1.5,Tyrone Hill
2,1993-94,25.0,CLE,NBA,PF,3.0,3.0,41.0,3.7,9.0,0.407,0.0,0.0,,3.7,9.0,0.407,0.407,6.7,12.3,0.541,4.7,5.7,10.3,1.3,0.3,0.3,2.7,4.7,14.0,Tyrone Hill
3,1994-95,26.0,CLE,NBA,C,4.0,4.0,34.8,2.3,7.3,0.31,0.0,0.3,0.0,2.3,7.0,0.321,0.31,4.0,6.3,0.64,2.0,3.8,5.8,0.8,1.8,0.3,2.5,4.5,8.5,Tyrone Hill
4,1995-96,27.0,CLE,NBA,PF,3.0,0.0,17.7,3.0,4.0,0.75,0.0,0.0,,3.0,4.0,0.75,0.75,2.3,3.0,0.778,2.3,2.7,5.0,0.0,0.0,0.0,1.0,3.7,8.3,Tyrone Hill
5,1998-99,30.0,PHI,NBA,PF,8.0,1.0,24.5,2.4,4.9,0.487,0.0,0.0,,2.4,4.9,0.487,0.487,0.9,2.4,0.368,2.4,5.0,7.4,0.0,0.4,0.3,0.8,4.1,5.6,Tyrone Hill
6,1999-00,31.0,PHI,NBA,PF,10.0,10.0,35.2,4.6,10.0,0.46,0.0,0.1,0.0,4.6,9.9,0.465,0.46,3.1,4.4,0.705,3.6,6.1,9.7,0.9,0.9,0.1,1.2,3.8,12.3,Tyrone Hill
7,2000-01,32.0,PHI,NBA,PF,23.0,23.0,32.3,2.8,6.9,0.409,0.0,0.0,0.0,2.8,6.9,0.411,0.409,1.6,2.3,0.679,2.3,5.0,7.3,0.4,0.6,0.5,1.1,3.5,7.2,Tyrone Hill
8,2002-03,34.0,PHI,NBA,PF,10.0,0.0,14.1,1.2,1.9,0.632,0.0,0.0,,1.2,1.9,0.632,0.632,0.4,0.4,1.0,1.2,1.6,2.8,0.2,0.1,0.1,0.6,2.9,2.8,Tyrone Hill
0,1975-76,22.0,WSB,NBA,SF,2.0,,1.5,0.5,1.0,0.5,,,,0.5,1.0,0.5,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.5,1.0,Kevin Grevey
1,1976-77,23.0,WSB,NBA,SF,9.0,,25.0,4.0,9.8,0.409,,,,4.0,9.8,0.409,0.409,1.7,2.6,0.652,1.1,0.7,1.8,0.9,0.2,0.6,,2.2,9.7,Kevin Grevey
2,1977-78,24.0,WSB,NBA,SF,21.0,,27.8,6.0,13.5,0.444,,,,6.0,13.5,0.444,0.444,3.5,4.3,0.811,1.2,1.7,2.9,2.0,0.5,0.1,2.1,3.4,15.5,Kevin Grevey
3,1978-79,25.0,WSB,NBA,SF,19.0,,27.7,5.4,13.5,0.398,,,,5.4,13.5,0.398,0.398,2.1,2.8,0.755,1.4,1.2,2.5,1.6,0.8,0.4,2.1,3.3,12.8,Kevin Grevey
4,1979-80,26.0,WSB,NBA,SF,2.0,,36.0,8.0,15.0,0.533,2.5,5.0,0.5,5.5,10.0,0.55,0.617,2.0,2.0,1.0,0.5,2.5,3.0,4.0,2.5,1.0,2.0,4.5,20.5,Kevin Grevey
5,1981-82,28.0,WSB,NBA,SG,7.0,,22.7,3.3,8.0,0.411,0.6,1.1,0.5,2.7,6.9,0.396,0.446,2.3,2.7,0.842,0.3,1.1,1.4,1.6,0.4,0.1,0.9,1.7,9.4,Kevin Grevey
6,1983-84,30.0,MIL,NBA,SG,5.0,,5.4,0.4,1.8,0.222,0.0,0.0,,0.4,1.8,0.222,0.222,0.8,1.2,0.667,0.0,0.4,0.4,0.2,0.0,0.0,0.2,0.2,1.6,Kevin Grevey
7,1984-85,31.0,MIL,NBA,SF,5.0,0.0,5.6,0.8,2.6,0.308,0.0,0.0,,0.8,2.6,0.308,0.308,0.8,0.8,1.0,0.2,0.2,0.4,0.4,0.4,0.0,0.0,1.0,2.4,Kevin Grevey
0,1995-96,24.0,SAC,NBA,PG,1.0,0.0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bobby Hurley
0,1977-78,23.0,NYK,NBA,PG,6.0,,23.3,6.8,13.0,0.526,,,,6.8,13.0,0.526,0.526,3.8,4.3,0.885,1.0,1.5,2.5,5.2,1.0,0.0,2.8,4.2,17.5,Ray Williams
1,1980-81,26.0,NYK,NBA,PG,2.0,,42.0,9.0,20.5,0.439,0.5,1.5,0.333,8.5,19.0,0.447,0.451,3.0,5.5,0.545,1.5,2.5,4.0,4.5,2.0,0.0,4.5,5.0,21.5,Ray Williams
2,1981-82,27.0,NJN,NBA,SG,2.0,,38.5,7.0,23.5,0.298,1.0,2.5,0.4,6.0,21.0,0.286,0.319,2.0,2.5,0.8,4.0,2.0,6.0,7.0,2.0,0.0,3.0,5.0,17.0,Ray Williams
3,1983-84,29.0,NYK,NBA,SG,11.0,,28.2,4.2,11.8,0.354,0.2,1.1,0.167,4.0,10.7,0.373,0.362,2.6,3.5,0.744,0.7,2.8,3.5,8.0,1.5,0.1,3.7,3.5,11.2,Ray Williams
4,1984-85,30.0,BOS,NBA,PG,19.0,0.0,14.6,2.5,6.1,0.405,0.1,0.8,0.133,2.4,5.3,0.446,0.414,1.3,1.3,0.96,0.7,1.2,1.9,3.2,0.6,0.1,1.7,2.3,6.3,Ray Williams
0,1996-97,25.0,LAC,NBA,PG,2.0,0.0,2.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,Terry Dehere
0,1995-96,25.0,DET,NBA,PG,2.0,0.0,18.0,1.0,4.0,0.25,0.5,2.0,0.25,0.5,2.0,0.25,0.313,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.0,0.0,1.0,3.0,Lindsey Hunter
1,1996-97,26.0,DET,NBA,PG,5.0,5.0,40.2,5.8,13.2,0.439,2.4,5.8,0.414,3.4,7.4,0.459,0.53,1.0,1.4,0.714,0.8,2.8,3.6,1.2,1.2,0.2,0.2,1.8,15.0,Lindsey Hunter
2,1998-99,28.0,DET,NBA,PG,5.0,5.0,36.0,2.8,10.6,0.264,0.6,2.2,0.273,2.2,8.4,0.262,0.292,1.0,1.0,1.0,1.0,2.0,3.0,2.4,1.4,0.0,1.4,2.2,7.2,Lindsey Hunter
3,1999-00,29.0,DET,NBA,PG,3.0,3.0,31.0,3.3,10.7,0.313,0.3,3.0,0.111,3.0,7.7,0.391,0.328,1.3,2.0,0.667,0.0,2.3,2.3,1.7,1.7,0.3,1.7,1.3,8.3,Lindsey Hunter
4,2000-01,30.0,MIL,NBA,PG,18.0,0.0,16.1,1.3,5.5,0.242,0.4,2.9,0.151,0.9,2.6,0.348,0.283,0.4,0.6,0.727,0.1,1.6,1.7,1.9,0.8,0.2,0.7,1.3,3.6,Lindsey Hunter
5,2001-02,31.0,LAL,NBA,PG,18.0,0.0,7.3,0.8,2.5,0.311,0.4,1.6,0.276,0.3,0.9,0.375,0.4,0.0,0.0,,0.1,0.3,0.4,0.6,0.1,0.0,0.3,1.1,2.0,Lindsey Hunter
6,2003-04,33.0,DET,NBA,SG,23.0,0.0,11.9,0.8,2.8,0.292,0.3,1.3,0.233,0.5,1.5,0.343,0.346,0.5,0.5,0.917,0.2,1.2,1.4,0.9,0.8,0.2,0.6,1.8,2.4,Lindsey Hunter
7,2004-05,34.0,DET,NBA,SG,25.0,0.0,15.0,1.4,4.5,0.319,0.3,1.4,0.222,1.1,3.1,0.364,0.354,0.6,0.9,0.727,0.4,1.2,1.6,1.6,0.9,0.3,0.6,1.8,3.8,Lindsey Hunter
8,2005-06,35.0,DET,NBA,PG,18.0,0.0,12.1,1.4,4.3,0.333,0.8,2.4,0.318,0.7,1.9,0.353,0.423,0.6,0.6,1.0,0.4,0.6,1.1,1.6,0.8,0.1,0.8,2.3,4.2,Lindsey Hunter
9,2006-07,36.0,DET,NBA,PG,13.0,0.0,10.2,0.5,2.4,0.226,0.3,1.4,0.222,0.2,1.0,0.231,0.29,0.4,0.4,1.0,0.2,0.6,0.8,1.2,0.5,0.1,0.8,1.7,1.8,Lindsey Hunter
10,2007-08,37.0,DET,NBA,PG,11.0,0.0,10.5,0.7,1.9,0.381,0.5,1.0,0.455,0.3,0.9,0.3,0.5,0.0,0.0,,0.2,0.7,0.9,1.3,0.7,0.0,0.5,1.9,1.9,Lindsey Hunter
11,2008-09,38.0,CHI,NBA,PG,6.0,0.0,4.0,0.2,0.5,0.333,0.2,0.5,0.333,0.0,0.0,,0.5,0.5,0.7,0.75,0.0,0.8,0.8,0.8,0.3,0.0,0.0,0.5,1.0,Lindsey Hunter
0,1983-84,23.0,WSB,NBA,SF,3.0,,5.0,0.3,1.7,0.2,0.0,0.0,,0.3,1.7,0.2,0.2,0.7,0.7,1.0,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.7,1.3,Darren Daye
1,1984-85,24.0,WSB,NBA,SF,4.0,4.0,21.3,4.3,7.5,0.567,0.0,0.0,,4.3,7.5,0.567,0.567,1.8,4.0,0.438,1.5,1.5,3.0,3.5,0.8,0.0,1.5,2.0,10.3,Darren Daye
2,1985-86,25.0,WSB,NBA,SF,4.0,0.0,8.0,1.0,3.0,0.333,0.0,0.0,,1.0,3.0,0.333,0.333,0.0,0.5,0.0,0.8,1.3,2.0,0.0,0.0,0.0,1.3,0.8,2.0,Darren Daye
3,1986-87,26.0,BOS,NBA,SF,23.0,1.0,10.4,1.8,3.1,0.583,0.0,0.0,,1.8,3.1,0.583,0.583,1.4,1.6,0.865,0.5,0.9,1.4,0.6,0.4,0.1,0.8,1.4,5.0,Darren Daye
0,1985-86,22.0,POR,NBA,PG,4.0,0.0,17.0,3.0,6.8,0.444,0.3,1.5,0.167,2.8,5.3,0.524,0.463,0.5,1.0,0.5,0.3,1.0,1.3,3.0,0.8,0.5,1.5,2.5,6.8,Terry Porter
1,1986-87,23.0,POR,NBA,PG,4.0,4.0,37.5,6.0,12.5,0.48,0.5,1.3,0.4,5.5,11.3,0.489,0.5,4.5,5.0,0.9,0.3,4.5,4.8,10.0,2.5,0.5,3.3,3.5,17.0,Terry Porter
2,1987-88,24.0,POR,NBA,PG,4.0,4.0,37.3,7.3,13.0,0.558,0.3,0.8,0.333,7.0,12.3,0.571,0.567,2.3,3.3,0.692,1.0,2.5,3.5,7.0,2.5,0.0,3.3,3.3,17.0,Terry Porter
3,1988-89,25.0,POR,NBA,PG,3.0,3.0,41.3,8.7,17.3,0.5,1.3,3.7,0.364,7.3,13.7,0.537,0.538,3.3,4.0,0.833,2.0,3.3,5.3,8.3,0.3,0.3,2.3,2.7,22.0,Terry Porter
4,1989-90,26.0,POR,NBA,PG,21.0,21.0,38.8,6.0,13.0,0.464,1.9,4.9,0.392,4.1,8.2,0.506,0.536,6.6,7.9,0.842,0.4,2.5,2.9,7.4,1.3,0.1,3.0,2.4,20.6,Terry Porter
5,1990-91,27.0,POR,NBA,PG,16.0,16.0,37.2,6.4,12.8,0.5,1.1,2.9,0.362,5.3,9.8,0.541,0.542,4.3,4.9,0.861,0.5,2.3,2.8,6.6,1.5,0.1,2.0,2.0,18.1,Terry Porter
6,1991-92,28.0,POR,NBA,PG,21.0,21.0,41.4,7.0,13.6,0.516,1.8,3.7,0.474,5.2,9.9,0.531,0.581,5.7,6.8,0.832,1.2,3.4,4.6,6.7,1.0,0.1,2.2,2.3,21.4,Terry Porter
7,1992-93,29.0,POR,NBA,PG,4.0,4.0,38.0,6.8,17.0,0.397,0.8,4.8,0.158,6.0,12.3,0.49,0.419,2.3,2.8,0.818,1.0,4.0,5.0,2.0,1.0,0.0,1.5,2.5,16.5,Terry Porter
8,1993-94,30.0,POR,NBA,PG,4.0,0.0,19.0,3.0,8.8,0.343,1.5,3.5,0.429,1.5,5.3,0.286,0.429,2.8,3.5,0.786,0.3,2.8,3.0,2.3,1.0,0.0,0.5,0.8,10.3,Terry Porter
9,1994-95,31.0,POR,NBA,PG,3.0,0.0,7.0,2.3,4.3,0.538,0.7,1.7,0.4,1.7,2.7,0.625,0.615,1.0,1.7,0.6,0.3,0.3,0.7,1.3,0.0,0.0,0.3,2.0,6.3,Terry Porter
10,1996-97,33.0,MIN,NBA,PG,3.0,0.0,15.3,1.7,4.3,0.385,1.0,3.0,0.333,0.7,1.3,0.5,0.5,1.0,1.3,0.75,0.3,0.7,1.0,3.0,0.7,0.7,0.7,0.7,5.3,Terry Porter
11,1997-98,34.0,MIN,NBA,PG,5.0,4.0,37.6,5.4,12.6,0.429,2.0,5.0,0.4,3.4,7.6,0.447,0.508,3.0,3.6,0.833,1.4,3.6,5.0,3.2,1.0,0.0,0.8,2.0,15.8,Terry Porter
12,1998-99,35.0,MIA,NBA,PG,5.0,0.0,27.8,3.0,6.4,0.469,0.6,2.4,0.25,2.4,4.0,0.6,0.516,2.4,3.0,0.8,0.6,3.2,3.8,3.0,0.6,0.0,1.6,1.6,9.0,Terry Porter
13,1999-00,36.0,SAS,NBA,PG,4.0,0.0,22.3,2.0,7.8,0.258,1.0,3.5,0.286,1.0,4.3,0.235,0.323,0.0,0.0,,0.0,0.3,0.3,1.3,1.5,0.0,1.8,1.0,5.0,Terry Porter
14,2000-01,37.0,SAS,NBA,PG,13.0,13.0,25.1,3.0,6.6,0.453,1.0,3.0,0.333,2.0,3.6,0.553,0.529,1.3,1.7,0.773,0.1,1.8,1.8,3.4,0.8,0.0,1.7,1.2,8.3,Terry Porter
15,2001-02,38.0,SAS,NBA,PG,10.0,0.0,13.1,1.3,3.5,0.371,0.5,1.7,0.294,0.8,1.8,0.444,0.443,0.2,0.4,0.5,0.1,0.8,0.9,0.8,0.4,0.0,0.5,1.0,3.3,Terry Porter
0,1971-72,21.0,BAL,NBA,SG,6.0,,25.5,3.7,9.8,0.373,,,,3.7,9.8,0.373,0.373,1.7,2.0,0.833,,,2.7,0.8,,,,2.7,9.0,Phil Chenier
1,1972-73,22.0,BAL,NBA,SG,5.0,,42.2,8.6,17.0,0.506,,,,8.6,17.0,0.506,0.506,0.6,0.8,0.75,,,4.2,3.4,,,,2.6,17.8,Phil Chenier
2,1973-74,23.0,CAP,NBA,SG,7.0,,44.3,8.9,19.6,0.453,,,,8.9,19.6,0.453,0.453,4.7,5.3,0.892,0.9,5.3,6.1,1.7,1.9,1.1,,2.7,22.4,Phil Chenier
3,1974-75,24.0,WSB,NBA,SG,17.0,,40.7,9.1,19.4,0.47,,,,9.1,19.4,0.47,0.47,6.0,6.7,0.895,1.1,3.4,4.5,3.2,1.3,0.6,,2.6,24.2,Phil Chenier
4,1975-76,25.0,WSB,NBA,SG,7.0,,37.9,8.0,18.3,0.438,,,,8.0,18.3,0.438,0.438,2.0,2.4,0.824,0.9,2.9,3.7,1.6,0.9,0.4,,3.9,18.0,Phil Chenier
5,1976-77,26.0,WSB,NBA,SG,9.0,,40.0,10.0,21.0,0.476,,,,10.0,21.0,0.476,0.476,5.0,6.2,0.804,0.9,3.6,4.4,2.6,1.7,0.4,,1.8,25.0,Phil Chenier
6,1978-79,28.0,WSB,NBA,SG,9.0,,10.8,1.1,5.1,0.217,,,,1.1,5.1,0.217,0.217,0.6,1.2,0.455,0.3,0.6,0.9,1.0,0.3,0.0,0.7,1.8,2.8,Phil Chenier
0,2003-04,25.0,SAC,NBA,PF,7.0,0.0,12.1,1.4,2.3,0.625,0.0,0.0,,1.4,2.3,0.625,0.625,0.9,0.9,1.0,0.9,1.0,1.9,0.3,0.0,0.1,0.7,2.0,3.7,Darius Songaila
1,2004-05,26.0,SAC,NBA,PF,5.0,0.0,15.0,1.6,3.8,0.421,0.0,0.0,,1.6,3.8,0.421,0.421,0.8,1.0,0.8,1.2,1.6,2.8,0.6,0.4,0.2,0.4,2.8,4.0,Darius Songaila
2,2006-07,28.0,WAS,NBA,PF,4.0,0.0,22.5,5.0,10.3,0.488,0.0,0.5,0.0,5.0,9.8,0.513,0.488,0.8,0.8,1.0,1.3,2.0,3.3,1.0,0.8,0.0,1.0,4.3,10.8,Darius Songaila
3,2007-08,29.0,WAS,NBA,C,5.0,0.0,15.4,1.6,3.8,0.421,0.0,0.0,,1.6,3.8,0.421,0.421,2.6,3.0,0.867,0.8,1.8,2.6,0.8,0.2,0.0,1.2,3.6,5.8,Darius Songaila
0,1975-76,23.0,CLE,NBA,PF,6.0,,5.7,0.8,2.2,0.385,,,,0.8,2.2,0.385,0.385,0.3,0.3,1.0,0.3,1.5,1.8,0.2,0.2,0.3,,1.2,2.0,John Lambert
1,1976-77,24.0,CLE,NBA,PF,3.0,,6.3,0.7,1.3,0.5,,,,0.7,1.3,0.5,0.5,0.0,0.0,,0.7,0.3,1.0,0.0,0.7,0.0,,1.3,1.3,John Lambert
2,1977-78,25.0,CLE,NBA,PF,2.0,,9.5,0.5,1.5,0.333,,,,0.5,1.5,0.333,0.333,0.5,1.0,0.5,1.0,3.0,4.0,0.0,0.0,0.0,0.0,1.5,1.5,John Lambert
3,1980-81,28.0,KCK,NBA,PF,15.0,,11.7,1.5,3.6,0.407,0.0,0.2,0.0,1.5,3.4,0.431,0.407,0.3,0.4,0.833,1.3,1.2,2.5,0.6,0.3,0.3,0.4,1.4,3.3,John Lambert
4,1981-82,29.0,SAS,NBA,PF,2.0,,1.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,John Lambert
0,2018-19,24.0,LAC,NBA,PG,2.0,0.0,5.5,0.5,2.0,0.25,0.0,0.0,,0.5,2.0,0.25,0.25,1.0,1.5,0.667,0.0,0.5,0.5,1.5,0.0,0.0,0.5,1.0,2.0,Tyrone Wallace
0,1971-72,25.0,DNR,ABA,SF,7.0,,14.1,1.7,3.9,0.444,0.3,0.4,0.667,1.4,3.4,0.417,0.481,0.6,0.7,0.8,,,2.6,1.0,,,1.0,2.0,4.3,JR Smith
1,1972-73,26.0,DNR,ABA,PG,5.0,,37.0,3.0,10.8,0.278,0.0,0.4,0.0,3.0,10.4,0.288,0.278,3.6,4.0,0.9,2.0,3.0,5.0,5.2,,,3.6,3.4,9.6,JR Smith
2,1974-75,28.0,UTS,ABA,PG,6.0,,27.5,5.3,12.2,0.438,0.5,1.8,0.273,4.8,10.3,0.468,0.459,2.8,3.3,0.85,0.3,1.7,2.0,5.8,0.3,0.0,3.7,4.0,14.0,JR Smith
0,2020-21,25.0,MEM,NBA,SF,5.0,5.0,35.0,10.0,19.4,0.515,1.6,4.0,0.4,8.4,15.4,0.545,0.557,4.2,5.2,0.808,1.0,3.2,4.2,2.2,1.4,0.4,1.8,3.4,25.8,Dillon Brooks
0,1986-87,25.0,DET,NBA,SF,15.0,0.0,16.3,2.7,4.9,0.541,0.0,0.0,,2.7,4.9,0.541,0.541,1.2,2.1,0.563,2.1,2.6,4.7,0.2,0.4,1.1,1.1,3.2,6.5,Dennis Rodman
1,1987-88,26.0,DET,NBA,SF,23.0,0.0,20.6,3.1,5.9,0.522,0.0,0.1,0.0,3.1,5.8,0.53,0.522,1.0,2.3,0.407,2.2,3.7,5.9,0.9,0.6,0.6,1.3,3.8,7.1,Dennis Rodman
2,1988-89,27.0,DET,NBA,SF,17.0,0.0,24.1,2.2,4.1,0.529,0.0,0.2,0.0,2.2,3.9,0.561,0.529,1.4,2.1,0.686,3.3,6.7,10.0,0.9,0.4,0.7,1.4,3.4,5.8,Dennis Rodman
3,1989-90,28.0,DET,NBA,SF,19.0,17.0,29.5,2.8,5.0,0.568,0.0,0.0,,2.8,5.0,0.568,0.568,0.9,1.8,0.514,2.9,5.6,8.5,0.9,0.5,0.7,1.6,3.3,6.6,Dennis Rodman
4,1990-91,29.0,DET,NBA,SF,15.0,14.0,33.0,2.7,6.1,0.451,0.1,0.6,0.222,2.6,5.5,0.476,0.462,0.7,1.6,0.417,4.5,7.3,11.8,0.9,0.7,0.7,0.9,3.7,6.3,Dennis Rodman
5,1991-92,30.0,DET,NBA,PF,5.0,5.0,31.2,3.2,5.4,0.593,0.0,0.4,0.0,3.2,5.0,0.64,0.593,0.8,1.6,0.5,3.2,7.0,10.2,1.8,0.8,0.4,1.4,3.4,7.2,Dennis Rodman
6,1993-94,32.0,SAS,NBA,PF,3.0,3.0,38.0,4.0,8.0,0.5,0.0,1.7,0.0,4.0,6.3,0.632,0.5,0.3,2.0,0.167,8.0,8.0,16.0,0.7,2.0,1.3,2.0,4.7,8.3,Dennis Rodman
7,1994-95,33.0,SAS,NBA,PF,14.0,12.0,32.8,3.7,6.9,0.542,0.0,0.4,0.0,3.7,6.5,0.571,0.542,1.4,2.5,0.571,4.9,9.9,14.8,1.3,0.9,0.0,1.8,3.6,8.9,Dennis Rodman
8,1995-96,34.0,CHI,NBA,PF,18.0,15.0,34.4,2.8,5.7,0.485,0.0,0.0,,2.8,5.7,0.485,0.485,1.9,3.3,0.593,5.4,8.3,13.7,2.1,0.8,0.4,2.3,4.2,7.5,Dennis Rodman
9,1996-97,35.0,CHI,NBA,PF,19.0,14.0,28.2,1.6,4.3,0.37,0.2,0.8,0.25,1.4,3.4,0.4,0.395,0.8,1.4,0.577,3.1,5.3,8.4,1.4,0.5,0.2,1.5,3.9,4.2,Dennis Rodman
10,1997-98,36.0,CHI,NBA,PF,21.0,9.0,34.4,1.9,5.0,0.371,0.0,0.2,0.25,1.8,4.8,0.376,0.376,1.1,1.8,0.605,4.7,7.1,11.8,2.0,0.7,0.6,1.7,4.2,4.9,Dennis Rodman
0,2020-21,27.0,DEN,NBA,SG,9.0,0.0,4.4,0.3,0.4,0.75,0.1,0.1,1.0,0.2,0.3,0.667,0.875,0.2,0.3,0.667,0.0,0.9,0.9,0.3,0.3,0.3,0.6,0.3,1.0,Shaquille Harrison
